Localidade;Ano;PopulacaoEstimada0-4;PopulacaoEstimada5-9;PopulacaoEstimada10-14;PopulacaoEstimada15-19;PopulacaoEstimada20-29;PopulacaoEstimada30-39;PopulacaoEstimada40-49;PopulacaoEstimada50-59;PopulacaoEstimada60-69;PopulacaoEstimada70-79;PopulacaoEstimada80
Damianópolis;1999;;;;;;;;;;;
Damianópolis;2001;265;352;398;437;536;402;358;230;159;88;34
Damianópolis;2002;264;348;393;432;530;398;355;228;158;87;33
Damianópolis;2003;262;344;390;427;524;394;350;225;156;86;33
Damianópolis;2004;257;341;385;422;518;390;346;223;153;84;32
Damianópolis;2005;251;332;375;411;504;379;338;216;150;83;32
Damianópolis;2006;248;327;370;404;498;374;332;214;148;81;31
Damianópolis;2008;297;286;303;343;742;501;427;369;203;118;57
Damianópolis;2009;293;296;285;333;734;521;439;382;210;125;59
Damianópolis;2011;;;;;;;;;;;
Damianópolis;2012;;;;;;;;;;;
Damianópolis;2013;;;;;;;;;;;
Damianópolis;2014;;;;;;;;;;;
Damianópolis;2015;;;;;;;;;;;
Damianópolis;2016;;;;;;;;;;;
Damianópolis;2017;;;;;;;;;;;
Damianópolis;2018;;;;;;;;;;;
Damianópolis;2019;;;;;;;;;;;
Damolândia;1992;;;;;;;;;;;
Damolândia;1993;;;;;;;;;;;
Damolândia;1994;;;;;;;;;;;
Damolândia;1995;;;;;;;;;;;
Damolândia;1997;;;;;;;;;;;
Damolândia;1998;;;;;;;;;;;
Damolândia;1999;;;;;;;;;;;
Damolândia;2001;182;225;268;258;382;445;351;226;132;76;22
Damolândia;2002;182;225;268;258;384;447;353;226;132;76;22
Damolândia;2003;182;225;268;258;384;445;353;226;132;76;22
Damolândia;2004;182;225;268;258;382;445;351;226;132;76;22
Damolândia;2005;182;225;268;258;382;445;351;225;132;76;22
Damolândia;2006;182;225;268;258;382;445;351;224;132;76;22
Damolândia;2008;172;190;208;238;467;395;447;342;187;98;45
Damolândia;2009;168;189;200;230;480;386;454;356;196;100;48
Damolândia;2011;;;;;;;;;;;
Damolândia;2012;;;;;;;;;;;
Damolândia;2013;;;;;;;;;;;
Damolândia;2014;;;;;;;;;;;
Damolândia;2015;;;;;;;;;;;
Damolândia;2016;;;;;;;;;;;
Damolândia;2017;;;;;;;;;;;
Damolândia;2018;;;;;;;;;;;
Damolândia;2019;;;;;;;;;;;
Davinópolis;1992;;;;;;;;;;;
Davinópolis;1993;;;;;;;;;;;
Davinópolis;1994;;;;;;;;;;;
Davinópolis;1995;;;;;;;;;;;
Davinópolis;1997;;;;;;;;;;;
Davinópolis;1998;;;;;;;;;;;
Davinópolis;1999;;;;;;;;;;;
Davinópolis;2001;159;187;176;189;374;296;300;211;154;43;20
Davinópolis;2002;159;187;176;189;374;296;300;211;154;43;20
Davinópolis;2003;159;187;176;189;374;296;300;211;154;43;20
Davinópolis;2004;154;180;171;182;361;285;289;203;149;41;19
Davinópolis;2005;154;180;171;182;360;285;289;203;149;41;19
Davinópolis;2006;154;179;171;182;359;285;288;203;149;41;19
Davinópolis;2008;134;136;149;154;328;343;277;278;159;91;24
Davinópolis;2009;126;136;141;153;320;339;281;280;163;96;26
Davinópolis;2011;;;;;;;;;;;
Davinópolis;2012;;;;;;;;;;;
Davinópolis;2013;;;;;;;;;;;
Davinópolis;2014;;;;;;;;;;;
Davinópolis;2015;;;;;;;;;;;
Davinópolis;2016;;;;;;;;;;;
Davinópolis;2017;;;;;;;;;;;
Davinópolis;2018;;;;;;;;;;;
Davinópolis;2019;;;;;;;;;;;
Diorama;1992;;;;;;;;;;;
Diorama;1993;;;;;;;;;;;
Diorama;1994;;;;;;;;;;;
Diorama;1995;;;;;;;;;;;
Diorama;1997;;;;;;;;;;;
Diorama;1998;;;;;;;;;;;
Diorama;1999;;;;;;;;;;;
Diorama;2001;178;239;237;231;393;415;292;251;156;75;20
Diorama;2002;178;235;234;229;391;413;290;250;155;74;20
Diorama;2003;175;234;232;226;389;411;289;249;154;74;20
Diorama;2004;173;234;232;226;387;409;288;248;154;73;20
Diorama;2005;173;230;229;224;382;404;284;244;152;72;19
Diorama;2006;170;228;227;221;380;400;282;242;150;72;19
Diorama;2008;130;133;163;186;342;357;355;269;197;100;37
Diorama;2009;123;133;151;183;341;339;369;270;199;106;41
Diorama;2011;;;;;;;;;;;
Diorama;2012;;;;;;;;;;;
Diorama;2013;;;;;;;;;;;
Diorama;2014;;;;;;;;;;;
Diorama;2015;;;;;;;;;;;
Diorama;2016;;;;;;;;;;;
Diorama;2017;;;;;;;;;;;
Diorama;2018;;;;;;;;;;;
Diorama;2019;;;;;;;;;;;
Divinópolis de Goiás;1992;;;;;;;;;;;
Divinópolis de Goiás;1993;;;;;;;;;;;
Divinópolis de Goiás;1994;;;;;;;;;;;
Divinópolis de Goiás;1995;;;;;;;;;;;
Divinópolis de Goiás;1997;;;;;;;;;;;
Divinópolis de Goiás;1998;;;;;;;;;;;
Divinópolis de Goiás;1999;;;;;;;;;;;
Divinópolis de Goiás;2001;493;541;705;679;838;655;485;372;245;123;53
Divinópolis de Goiás;2002;497;546;706;681;840;657;486;372;246;123;53
Divinópolis de Goiás;2003;498;546;706;681;842;659;487;373;246;124;53
Divinópolis de Goiás;2004;498;546;711;685;845;661;488;374;247;124;54
Divinópolis de Goiás;2005;502;551;715;688;850;664;492;377;249;125;54
Divinópolis de Goiás;2006;503;551;716;690;853;666;493;377;249;126;54
Divinópolis de Goiás;2008;529;559;503;544;1082;673;605;458;326;178;80
Divinópolis de Goiás;2009;512;576;501;513;1093;680;617;469;338;187;86
Divinópolis de Goiás;2011;;;;;;;;;;;
Divinópolis de Goiás;2012;;;;;;;;;;;
Divinópolis de Goiás;2013;;;;;;;;;;;
Divinópolis de Goiás;2014;;;;;;;;;;;
Divinópolis de Goiás;2015;;;;;;;;;;;
Divinópolis de Goiás;2016;;;;;;;;;;;
Divinópolis de Goiás;2017;;;;;;;;;;;
Divinópolis de Goiás;2018;;;;;;;;;;;
Divinópolis de Goiás;2019;;;;;;;;;;;
Doverlândia;1992;;;;;;;;;;;
Doverlândia;1993;;;;;;;;;;;
Doverlândia;1994;;;;;;;;;;;
Doverlândia;1995;;;;;;;;;;;
Doverlândia;1997;;;;;;;;;;;
Doverlândia;1998;;;;;;;;;;;
Doverlândia;1999;;;;;;;;;;;
Doverlândia;2001;770;827;869;829;1553;1289;938;671;395;160;48
Doverlândia;2002;758;814;855;815;1527;1268;922;660;388;157;47
Doverlândia;2003;743;798;836;799;1497;1242;904;647;381;154;46
Doverlândia;2004;727;782;820;783;1467;1217;886;635;373;151;45
Doverlândia;2005;694;744;782;747;1399;1161;845;605;356;144;43
Doverlândia;2006;677;727;764;729;1364;1132;823;589;347;141;42
Doverlândia;2008;669;676;676;733;1496;1365;1173;869;559;271;89
Doverlândia;2009;641;674;650;709;1481;1366;1187;899;581;286;96
Doverlândia;2011;;;;;;;;;;;
Doverlândia;2012;;;;;;;;;;;
Doverlândia;2013;;;;;;;;;;;
Doverlândia;2014;;;;;;;;;;;
Doverlândia;2015;;;;;;;;;;;
Doverlândia;2016;;;;;;;;;;;
Doverlândia;2017;;;;;;;;;;;
Doverlândia;2018;;;;;;;;;;;
Doverlândia;2019;;;;;;;;;;;
Edealina;1992;;;;;;;;;;;
Edealina;1993;;;;;;;;;;;
Edealina;1994;;;;;;;;;;;
Edealina;1995;;;;;;;;;;;
Edealina;1997;;;;;;;;;;;
Edealina;1998;;;;;;;;;;;
Edealina;1999;;;;;;;;;;;
Edealina;2001;328;324;323;368;669;566;458;309;256;115;48
Edealina;2002;328;324;322;368;667;563;456;307;255;114;47
Edealina;2003;328;324;321;367;662;560;453;305;253;114;47
Edealina;2004;324;320;319;363;658;556;450;303;251;113;47
Edealina;2005;320;316;315;359;649;549;444;299;248;111;46
Edealina;2006;318;314;312;355;644;545;441;297;246;111;46
Edealina;2008;285;308;290;277;579;583;496;427;302;197;78
Edealina;2009;271;307;287;276;568;579;501;444;301;210;84
Edealina;2011;;;;;;;;;;;
Edealina;2012;;;;;;;;;;;
Edealina;2013;;;;;;;;;;;
Edealina;2014;;;;;;;;;;;
Edealina;2015;;;;;;;;;;;
Edealina;2016;;;;;;;;;;;
Edealina;2017;;;;;;;;;;;
Edealina;2018;;;;;;;;;;;
Edealina;2019;;;;;;;;;;;
Edéia;1992;;;;;;;;;;;
Edéia;1993;;;;;;;;;;;
Edéia;1994;;;;;;;;;;;
Edéia;1995;;;;;;;;;;;
Edéia;1997;;;;;;;;;;;
Edéia;1998;;;;;;;;;;;
Edéia;1999;;;;;;;;;;;
Edéia;2001;959;980;936;996;1935;1727;1199;795;529;225;83
Edéia;2002;969;991;947;1008;1956;1747;1213;803;535;227;84
Edéia;2003;979;1002;958;1019;1978;1767;1227;813;541;230;85
Edéia;2004;992;1014;969;1032;2000;1786;1240;822;547;233;86
Edéia;2005;1016;1039;994;1056;2051;1832;1272;843;561;239;88
Edéia;2006;1029;1051;1006;1071;2077;1855;1288;854;568;242;89
Edéia;2008;828;895;884;863;1789;1773;1477;982;625;337;124
Edéia;2009;795;890;873;865;1756;1781;1511;1018;637;350;130
Edéia;2011;;;;;;;;;;;
Edéia;2012;;;;;;;;;;;
Edéia;2013;;;;;;;;;;;
Edéia;2014;;;;;;;;;;;
Edéia;2015;;;;;;;;;;;
Edéia;2016;;;;;;;;;;;
Edéia;2017;;;;;;;;;;;
Edéia;2018;;;;;;;;;;;
Edéia;2019;;;;;;;;;;;
Estrela do Norte;1992;;;;;;;;;;;
Estrela do Norte;1993;;;;;;;;;;;
Estrela do Norte;1994;;;;;;;;;;;
Estrela do Norte;1995;;;;;;;;;;;
Estrela do Norte;1997;;;;;;;;;;;
Estrela do Norte;1998;;;;;;;;;;;
Estrela do Norte;1999;;;;;;;;;;;
Estrela do Norte;2001;312;309;392;336;559;519;394;258;191;84;37
Estrela do Norte;2002;312;309;392;336;561;521;396;259;191;84;37
Estrela do Norte;2003;312;309;392;336;561;521;396;259;191;84;37
Estrela do Norte;2004;312;309;392;336;561;521;396;259;191;84;37
Estrela do Norte;2005;312;309;392;336;563;523;396;259;191;84;37
Estrela do Norte;2006;312;309;392;336;563;523;396;259;191;84;37
Estrela do Norte;2008;265;293;261;278;552;471;446;332;184;115;45
Estrela do Norte;2009;257;293;262;261;554;464;453;337;186;117;48
Estrela do Norte;2011;;;;;;;;;;;
Estrela do Norte;2012;;;;;;;;;;;
Estrela do Norte;2013;;;;;;;;;;;
Estrela do Norte;2014;;;;;;;;;;;
Estrela do Norte;2015;;;;;;;;;;;
Estrela do Norte;2016;;;;;;;;;;;
Estrela do Norte;2017;;;;;;;;;;;
Estrela do Norte;2018;;;;;;;;;;;
Estrela do Norte;2019;;;;;;;;;;;
Faina;1992;;;;;;;;;;;
Faina;1993;;;;;;;;;;;
Faina;1994;;;;;;;;;;;
Faina;1995;;;;;;;;;;;
Faina;1997;;;;;;;;;;;
Faina;1998;;;;;;;;;;;
Faina;1999;;;;;;;;;;;
Faina;2001;643;630;709;764;1388;1099;806;657;389;174;76
Faina;2002;640;626;706;761;1381;1094;801;653;387;173;76
Faina;2003;635;620;699;755;1370;1085;795;647;384;171;75
Faina;2004;630;615;694;749;1359;1076;789;643;382;170;75
Faina;2005;618;605;681;736;1335;1057;775;632;375;167;73
Faina;2006;612;599;675;729;1322;1047;768;625;371;165;73
Faina;2008;546;561;508;533;1260;1183;929;695;508;242;98
Faina;2009;521;558;505;509;1225;1177;938;709;522;257;104
Faina;2011;;;;;;;;;;;
Faina;2012;;;;;;;;;;;
Faina;2013;;;;;;;;;;;
Faina;2014;;;;;;;;;;;
Faina;2015;;;;;;;;;;;
Faina;2016;;;;;;;;;;;
Faina;2017;;;;;;;;;;;
Faina;2018;;;;;;;;;;;
Faina;2019;;;;;;;;;;;
Fazenda Nova;1992;;;;;;;;;;;
Fazenda Nova;1993;;;;;;;;;;;
Fazenda Nova;1994;;;;;;;;;;;
Fazenda Nova;1995;;;;;;;;;;;
Fazenda Nova;1997;;;;;;;;;;;
Fazenda Nova;1998;;;;;;;;;;;
Fazenda Nova;1999;;;;;;;;;;;
Fazenda Nova;2001;573;652;684;649;1123;1188;866;678;427;174;72
Fazenda Nova;2002;573;652;684;649;1123;1188;866;677;426;174;72
Fazenda Nova;2003;573;652;684;649;1121;1186;866;677;425;174;72
Fazenda Nova;2004;572;647;679;644;1121;1185;864;676;425;174;72
Fazenda Nova;2005;568;647;679;644;1118;1182;863;675;424;173;72
Fazenda Nova;2006;568;647;679;644;1117;1181;861;674;424;172;71
Fazenda Nova;2008;431;449;483;522;1039;961;1043;728;477;247;89
Fazenda Nova;2009;411;440;459;500;1023;938;1055;741;490;255;93
Fazenda Nova;2011;;;;;;;;;;;
Fazenda Nova;2012;;;;;;;;;;;
Fazenda Nova;2013;;;;;;;;;;;
Fazenda Nova;2014;;;;;;;;;;;
Fazenda Nova;2015;;;;;;;;;;;
Fazenda Nova;2016;;;;;;;;;;;
Fazenda Nova;2017;;;;;;;;;;;
Fazenda Nova;2018;;;;;;;;;;;
Fazenda Nova;2019;;;;;;;;;;;
Firminópolis;1992;;;;;;;;;;;
Firminópolis;1993;;;;;;;;;;;
Firminópolis;1994;;;;;;;;;;;
Firminópolis;1995;;;;;;;;;;;
Firminópolis;1997;;;;;;;;;;;
Firminópolis;1998;;;;;;;;;;;
Firminópolis;1999;;;;;;;;;;;
Firminópolis;2001;708;873;886;980;1640;1537;1253;902;670;338;128
Firminópolis;2002;709;878;891;985;1644;1539;1255;905;672;339;128
Firminópolis;2003;713;878;891;985;1646;1543;1257;906;673;340;129
Firminópolis;2004;713;878;891;985;1648;1545;1259;908;674;340;129
Firminópolis;2005;714;883;896;990;1654;1549;1263;911;677;341;129
Firminópolis;2006;716;883;896;991;1656;1553;1266;913;677;342;129
Firminópolis;2008;648;686;785;849;1742;1619;1552;1232;830;501;220
Firminópolis;2009;626;692;749;844;1742;1618;1574;1272;850;535;231
Firminópolis;2011;;;;;;;;;;;
Firminópolis;2012;;;;;;;;;;;
Firminópolis;2013;;;;;;;;;;;
Firminópolis;2014;;;;;;;;;;;
Firminópolis;2015;;;;;;;;;;;
Firminópolis;2016;;;;;;;;;;;
Firminópolis;2017;;;;;;;;;;;
Firminópolis;2018;;;;;;;;;;;
Firminópolis;2019;;;;;;;;;;;
Flores de Goiás;1992;;;;;;;;;;;
Flores de Goiás;1993;;;;;;;;;;;
Flores de Goiás;1994;;;;;;;;;;;
Flores de Goiás;1995;;;;;;;;;;;
Flores de Goiás;1997;;;;;;;;;;;
Flores de Goiás;1998;;;;;;;;;;;
Flores de Goiás;1999;;;;;;;;;;;
Flores de Goiás;2001;961;957;973;934;1201;1096;795;514;278;83;26
Flores de Goiás;2002;987;983;1000;958;1233;1125;817;528;285;86;27
Flores de Goiás;2003;1017;1013;1030;988;1270;1159;841;544;293;88;28
Flores de Goiás;2004;1045;1041;1060;1015;1306;1192;864;559;303;91;28
Flores de Goiás;2005;1112;1107;1127;1081;1389;1268;920;594;321;97;30
Flores de Goiás;2006;1146;1142;1161;1113;1431;1306;948;613;331;100;31
Flores de Goiás;2008;1270;1166;1070;1074;2043;1405;1420;951;467;205;51
Flores de Goiás;2009;1276;1206;1075;1071;2129;1455;1467;1023;499;221;55
Flores de Goiás;2011;;;;;;;;;;;
Flores de Goiás;2012;;;;;;;;;;;
Flores de Goiás;2013;;;;;;;;;;;
Flores de Goiás;2014;;;;;;;;;;;
Flores de Goiás;2015;;;;;;;;;;;
Flores de Goiás;2016;;;;;;;;;;;
Flores de Goiás;2017;;;;;;;;;;;
Flores de Goiás;2018;;;;;;;;;;;
Flores de Goiás;2019;;;;;;;;;;;
Formosa;1992;;;;;;;;;;;
Formosa;1993;;;;;;;;;;;
Formosa;1994;;;;;;;;;;;
Formosa;1995;;;;;;;;;;;
Formosa;1997;;;;;;;;;;;
Formosa;1998;;;;;;;;;;;
Formosa;1999;;;;;;;;;;;
Formosa;2001;8803;8744;9149;9512;15231;11857;8021;4710;2915;1414;560
Formosa;2002;8980;8919;9334;9704;15536;12096;8183;4805;2973;1442;571
Formosa;2003;9177;9115;9539;9917;15877;12360;8362;4910;3039;1473;583
Formosa;2004;9373;9311;9743;10127;16216;12624;8541;5015;3104;1505;596
Formosa;2005;9819;9753;10205;10609;16986;13224;8946;5253;3251;1577;624
Formosa;2006;10046;9977;10442;10855;17379;13529;9153;5375;3326;1613;639
Formosa;2008;9327;9561;8970;8978;18767;14416;11040;6859;3892;2044;863
Formosa;2009;9139;9742;9017;8937;18861;14908;11382;7206;4037;2142;914
Formosa;2011;;;;;;;;;;;
Formosa;2012;;;;;;;;;;;
Formosa;2013;;;;;;;;;;;
Formosa;2014;;;;;;;;;;;
Formosa;2015;;;;;;;;;;;
Formosa;2016;;;;;;;;;;;
Formosa;2017;;;;;;;;;;;
Formosa;2018;;;;;;;;;;;
Formosa;2019;;;;;;;;;;;
Formoso;1992;;;;;;;;;;;
Formoso;1993;;;;;;;;;;;
Formoso;1994;;;;;;;;;;;
Formoso;1995;;;;;;;;;;;
Formoso;1997;;;;;;;;;;;
Formoso;1998;;;;;;;;;;;
Formoso;1999;;;;;;;;;;;
Formoso;2001;479;543;549;601;914;892;595;389;312;168;65
Formoso;2002;476;540;547;596;908;886;591;386;310;168;65
Formoso;2003;471;533;539;590;898;877;585;382;307;165;64
Formoso;2004;465;528;534;585;889;868;579;378;304;164;63
Formoso;2005;456;517;523;571;868;848;565;369;297;160;62
Formoso;2006;449;509;517;562;857;837;559;365;293;158;61
Formoso;2008;402;421;442;450;926;777;735;499;358;239;107
Formoso;2009;385;417;420;439;916;767;747;510;362;246;117
Formoso;2011;;;;;;;;;;;
Formoso;2012;;;;;;;;;;;
Formoso;2013;;;;;;;;;;;
Formoso;2014;;;;;;;;;;;
Formoso;2015;;;;;;;;;;;
Formoso;2016;;;;;;;;;;;
Formoso;2017;;;;;;;;;;;
Formoso;2018;;;;;;;;;;;
Formoso;2019;;;;;;;;;;;
Gameleira de Goiás;1992;;;;;;;;;;;
Gameleira de Goiás;1993;;;;;;;;;;;
Gameleira de Goiás;1994;;;;;;;;;;;
Gameleira de Goiás;1995;;;;;;;;;;;
Gameleira de Goiás;1997;;;;;;;;;;;
Gameleira de Goiás;1998;;;;;;;;;;;
Gameleira de Goiás;1999;;;;;;;;;;;
Gameleira de Goiás;2001;242;246;251;240;456;413;325;213;155;79;15
Gameleira de Goiás;2002;242;246;251;242;462;417;329;215;157;80;15
Gameleira de Goiás;2003;247;250;255;245;466;422;332;217;158;81;16
Gameleira de Goiás;2004;247;252;258;247;472;426;336;220;160;81;16
Gameleira de Goiás;2005;255;258;264;252;482;437;344;225;164;84;16
Gameleira de Goiás;2006;257;261;269;257;488;441;348;228;166;84;16
Gameleira de Goiás;2008;279;277;270;278;572;574;504;368;204;120;46
Gameleira de Goiás;2009;284;284;268;277;580;584;525;391;212;131;50
Gameleira de Goiás;2011;;;;;;;;;;;
Gameleira de Goiás;2012;;;;;;;;;;;
Gameleira de Goiás;2013;;;;;;;;;;;
Gameleira de Goiás;2014;;;;;;;;;;;
Gameleira de Goiás;2015;;;;;;;;;;;
Gameleira de Goiás;2016;;;;;;;;;;;
Gameleira de Goiás;2017;;;;;;;;;;;
Gameleira de Goiás;2018;;;;;;;;;;;
Gameleira de Goiás;2019;;;;;;;;;;;
Goianápolis;1992;;;;;;;;;;;
Goianápolis;1993;;;;;;;;;;;
Goianápolis;1994;;;;;;;;;;;
Goianápolis;1995;;;;;;;;;;;
Goianápolis;1997;;;;;;;;;;;
Goianápolis;1998;;;;;;;;;;;
Goianápolis;1999;;;;;;;;;;;
Goianápolis;2001;1152;1178;1141;1182;2180;1751;1064;707;455;167;77
Goianápolis;2002;1188;1216;1179;1218;2246;1804;1097;730;469;172;79
Goianápolis;2003;1222;1251;1212;1254;2313;1857;1129;751;483;177;81
Goianápolis;2004;1257;1286;1247;1288;2379;1910;1162;772;496;182;84
Goianápolis;2005;1337;1368;1325;1370;2529;2031;1234;821;528;194;89
Goianápolis;2006;1377;1409;1366;1412;2605;2092;1272;846;544;200;92
Goianápolis;2008;1102;1063;1069;1089;2244;1914;1460;820;477;257;85
Goianápolis;2009;1080;1076;1046;1092;2221;1958;1502;850;487;265;88
Goianápolis;2011;;;;;;;;;;;
Goianápolis;2012;;;;;;;;;;;
Goianápolis;2013;;;;;;;;;;;
Goianápolis;2014;;;;;;;;;;;
Goianápolis;2015;;;;;;;;;;;
Goianápolis;2016;;;;;;;;;;;
Goianápolis;2017;;;;;;;;;;;
Goianápolis;2018;;;;;;;;;;;
Goianápolis;2019;;;;;;;;;;;
Goiandira;1992;;;;;;;;;;;
Goiandira;1993;;;;;;;;;;;
Goiandira;1994;;;;;;;;;;;
Goiandira;1995;;;;;;;;;;;
Goiandira;1997;;;;;;;;;;;
Goiandira;1998;;;;;;;;;;;
Goiandira;1999;;;;;;;;;;;
Goiandira;2001;341;382;424;448;792;749;596;561;356;195;72
Goiandira;2002;340;381;421;446;786;743;592;557;354;194;72
Goiandira;2003;337;377;418;442;779;737;587;552;351;192;71
Goiandira;2004;333;375;416;438;773;731;582;548;348;190;71
Goiandira;2005;327;366;407;431;759;718;572;537;341;187;69
Goiandira;2006;325;364;404;426;752;711;566;532;339;185;69
Goiandira;2008;302;330;346;373;793;731;767;600;463;254;115
Goiandira;2009;293;326;334;364;779;738;781;606;479;261;120
Goiandira;2011;;;;;;;;;;;
Goiandira;2012;;;;;;;;;;;
Goiandira;2013;;;;;;;;;;;
Goiandira;2014;;;;;;;;;;;
Goiandira;2015;;;;;;;;;;;
Goiandira;2016;;;;;;;;;;;
Goiandira;2017;;;;;;;;;;;
Goiandira;2018;;;;;;;;;;;
Goiandira;2019;;;;;;;;;;;
Goianésia;1992;;;;;;;;;;;
Goianésia;1993;;;;;;;;;;;
Goianésia;1994;;;;;;;;;;;
Goianésia;1995;;;;;;;;;;;
Goianésia;1997;;;;;;;;;;;
Goianésia;1998;;;;;;;;;;;
Goianésia;1999;;;;;;;;;;;
Goianésia;2001;4592;4887;5123;5089;8990;8034;5532;3519;2312;1162;483
Goianésia;2002;4649;4949;5187;5151;9102;8135;5600;3563;2341;1177;490
Goianésia;2003;4701;5002;5244;5209;9201;8223;5662;3601;2367;1190;495
Goianésia;2004;4751;5057;5300;5264;9300;8312;5723;3640;2392;1203;500
Goianésia;2005;4865;5180;5427;5393;9525;8513;5861;3729;2449;1231;512
Goianésia;2006;4924;5240;5493;5457;9640;8615;5931;3773;2480;1246;518
Goianésia;2008;4521;4801;4837;5014;10099;8905;7474;4930;3119;1714;755
Goianésia;2009;4413;4842;4784;4974;10158;8984;7722;5157;3205;1792;803
Goianésia;2011;;;;;;;;;;;
Goianésia;2012;;;;;;;;;;;
Goianésia;2013;;;;;;;;;;;
Goianésia;2014;;;;;;;;;;;
Goianésia;2015;;;;;;;;;;;
Goianésia;2016;;;;;;;;;;;
Goianésia;2017;;;;;;;;;;;
Goianésia;2018;;;;;;;;;;;
Goianésia;2019;;;;;;;;;;;
Goiânia;1992;;;;;;;;;;;
Goiânia;1993;;;;;;;;;;;
Goiânia;1994;;;;;;;;;;;
Goiânia;1995;;;;;;;;;;;
Goiânia;1997;;;;;;;;;;;
Goiânia;1998;;;;;;;;;;;
Goiânia;1999;;;;;;;;;;;
Goiânia;2001;92265;92777;100032;120041;229369;182190;136561;80906;46268;22694;8520
Goiânia;2002;93731;94250;101620;121947;233011;185083;138731;82190;47002;23054;8655
Goiânia;2003;95127;95655;103135;123763;236484;187841;140798;83415;47703;23398;8784
Goiânia;2004;96522;97056;104645;125577;239949;190594;142861;84637;48402;23741;8913
Goiânia;2005;99684;100237;108076;129692;247812;196840;147543;87411;49988;24519;9205
Goiânia;2006;101295;101856;109823;131788;251816;200020;149926;88824;50796;24915;9353
Goiânia;2008;90558;98380;100054;105748;254412;217785;170225;117616;64667;32317;13632
Goiânia;2009;87930;99239;100366;106007;251248;225391;173299;122268;68026;33789;14410
Goiânia;2011;;;;;;;;;;;
Goiânia;2012;;;;;;;;;;;
Goiânia;2013;;;;;;;;;;;
Goiânia;2014;;;;;;;;;;;
Goiânia;2015;;;;;;;;;;;
Goiânia;2016;;;;;;;;;;;
Goiânia;2017;;;;;;;;;;;
Goiânia;2018;;;;;;;;;;;
Goiânia;2019;;;;;;;;;;;
Goianira;1992;;;;;;;;;;;
Goianira;1993;;;;;;;;;;;
Goianira;1994;;;;;;;;;;;
Goianira;1995;;;;;;;;;;;
Goianira;1997;;;;;;;;;;;
Goianira;1998;;;;;;;;;;;
Goianira;1999;;;;;;;;;;;
Goianira;2001;2079;1986;2010;1993;3860;3104;2192;1214;782;314;126
Goianira;2002;2155;2057;2081;2063;3997;3215;2271;1257;810;326;131
Goianira;2003;2234;2134;2160;2141;4147;3335;2355;1304;841;337;135
Goianira;2004;2315;2211;2239;2218;4297;3455;2440;1352;871;349;140
Goianira;2005;2498;2386;2415;2394;4636;3728;2633;1458;940;377;151
Goianira;2006;2590;2475;2503;2482;4808;3866;2730;1512;975;392;157
Goianira;2008;2391;2488;2325;2306;4795;4351;3275;2004;987;539;186
Goianira;2009;2369;2542;2380;2335;4859;4557;3383;2124;1028;563;197
Goianira;2011;;;;;;;;;;;
Goianira;2012;;;;;;;;;;;
Goianira;2013;;;;;;;;;;;
Goianira;2014;;;;;;;;;;;
Goianira;2015;;;;;;;;;;;
Goianira;2016;;;;;;;;;;;
Goianira;2017;;;;;;;;;;;
Goianira;2018;;;;;;;;;;;
Goianira;2019;;;;;;;;;;;
Goiás;1992;;;;;;;;;;;
Goiás;1993;;;;;;;;;;;
Goiás;1994;;;;;;;;;;;
Goiás;1995;;;;;;;;;;;
Goiás;1997;;;;;;;;;;;
Goiás;1998;;;;;;;;;;;
Goiás;1999;;;;;;;;;;;
Goiás;2001;2271;2378;2716;2851;4620;4344;3136;2162;1489;751;294
Goiás;2002;2271;2376;2711;2846;4615;4338;3133;2160;1488;750;293
Goiás;2003;2264;2370;2706;2841;4604;4328;3126;2155;1484;749;293
Goiás;2004;2258;2363;2700;2832;4593;4317;3118;2149;1481;747;292
Goiás;2005;2246;2353;2684;2817;4568;4294;3101;2138;1472;742;290
Goiás;2006;2239;2345;2677;2810;4556;4283;3092;2132;1468;740;290
Goiás;2008;1822;1957;1906;2010;4486;3759;3575;2429;1599;913;403
Goiás;2009;1731;1926;1856;1914;4395;3725;3589;2497;1618;940;412
Goiás;2011;;;;;;;;;;;
Goiás;2012;;;;;;;;;;;
Goiás;2013;;;;;;;;;;;
Goiás;2014;;;;;;;;;;;
Goiás;2015;;;;;;;;;;;
Goiás;2016;;;;;;;;;;;
Goiás;2017;;;;;;;;;;;
Goiás;2018;;;;;;;;;;;
Goiás;2019;;;;;;;;;;;
Goiatuba;1992;;;;;;;;;;;
Goiatuba;1993;;;;;;;;;;;
Goiatuba;1994;;;;;;;;;;;
Goiatuba;1995;;;;;;;;;;;
Goiatuba;1997;;;;;;;;;;;
Goiatuba;1998;;;;;;;;;;;
Goiatuba;1999;;;;;;;;;;;
Goiatuba;2001;2575;2846;2868;3050;5482;5043;3773;2581;1858;880;292
Goiatuba;2002;2586;2861;2882;3065;5508;5066;3791;2592;1867;885;293
Goiatuba;2003;2598;2871;2894;3079;5529;5086;3805;2602;1874;888;295
Goiatuba;2004;2608;2882;2906;3090;5551;5106;3820;2612;1882;892;296
Goiatuba;2005;2630;2909;2931;3118;5600;5151;3854;2635;1898;900;298
Goiatuba;2006;2642;2920;2943;3132;5625;5174;3871;2648;1907;903;300
Goiatuba;2008;2290;2387;2532;2647;5575;5110;4584;3238;2091;1278;488
Goiatuba;2009;2215;2387;2447;2630;5522;5136;4656;3330;2143;1318;518
