Localidade;Ano;Produtos Minerais não Metálicos;Metalúrgica;Mecânica;Materiais Elétricos e de Comunicação;Materiais de Transporte;Madeira e do Mobiliário;Papel Papelão Editorial e Gráfica;Borracha, Fumo, Couros, Peles, Produtos Similares e Indústria Diversa;Química, Produtos Farmacêuticos, Veterinários, Perfumaria, Sabões, Velas, e Matérias Plásticas;Têxtil do Vestuário e Artefatos de Tecidos;Calçados;Produtos Alimentícios de Bebida e Álcool Etílico
Minaçu;2001;  ;18;  ;  ;  ;  ;2;  ;7;1;  ;20
Minaçu;2002;10;109;;;;;1;;19;1;;11
Minaçu;2003;12;71;;;;;2;;10;3;;39
Minaçu;2004;9;72;  ;  ;  ;  ;4;  ;  ;4;  ;39
Minaçu;2005;5;55;  ;  ;  ;  ;10;  ;12;3;  ;38
Minaçu;2006;9;86;  ;  ;  ;  ;15;  ;11;2;  ;36
Minaçu;2007;18;38;  ;  ;  ;2;12;  ;7;1;  ;25
Minaçu;2008;12;40;1;  ;  ;2;16;  ;1;  ;  ;31
Minaçu;2009;14;32;1;  ;  ;2;13;  ;  ;  ;  ;31
Minaçu;2010;8;72;1;  ;  ;3;24;  ;  ;  ;  ;38
Minaçu;2011;10;99;2;;;5;21;1;;;;41
Minaçu;2012;11;91;11;;;6;19;;;;;36
Minaçu;2013;19;107;8;;;9;22;;;2;;23
Minaçu;2014;15;85;9;;;3;20;1;;2;;39
Minaçu;2015;6;71;4;;;6;6;1;;2;;39
Minaçu;2016;7;32;5;;;1;9;2;;1;;24
Minaçu;2017;;37;3;;;1;8;1;;1;;25
Minaçu;2018;  ;26;1;  ;  ;  ;7;  ;6;1;  ;27
Mineiros;1999;6;24;  ;  ;  ;31;10;2;  ;25;3;35
Mineiros;2000;13;29;3;  ;  ;23;14;3;  ;21;4;108
Mineiros;2001;12;26;3;  ;  ;33;10;6;  ;33;5;95
Mineiros;2002;29;31;4;;;30;12;7;;43;3;102
Mineiros;2003;32;34;1;;3;28;15;7;;29;3;627
Mineiros;2004;39;39;1;  ;  ;33;15;4;  ;62;4;1099
Mineiros;2005;21;31;1;  ;1;31;19;5;  ;18;3;1353
Mineiros;2006;105;26;30;  ;2;23;19;5;  ;20;2;1532
Mineiros;2007;79;31;15;  ;  ;24;19;5;  ;68;2;3104
Mineiros;2008;106;41;27;  ;3;36;21;4;9;40;  ;2824
Mineiros;2009;64;38;23;  ;  ;27;23;9;9;34;  ;3634
Mineiros;2010;105;38;39;  ;1;31;23;18;12;34;  ;2761
Mineiros;2011;99;54;35;;9;30;24;17;15;38;;2401
Mineiros;2012;114;56;93;;13;35;24;16;8;95;;3440
Mineiros;2013;116;63;108;1;;47;21;6;2;48;;3801
Mineiros;2014;125;58;139;;;50;22;5;;45;;3780
Mineiros;2015;128;54;143;;1;44;20;12;1;53;;3574
Mineiros;2016;124;56;104;3;2;42;16;6;3;44;;3629
Mineiros;2017;122;61;103;6;2;39;18;16;908;38;;3927
Mineiros;2018;97;69;124;6;1;45;13;10;1080;40;  ;2884
Moiporá;1999;20;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Moiporá;2000;19;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Moiporá;2001;9;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Moiporá;2002;9;;;;;;;;;;;
Moiporá;2003;8;;;;;;;;;;;
Moiporá;2004;10;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Moiporá;2005;13;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Moiporá;2006;16;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Moiporá;2007;16;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Moiporá;2008;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Moiporá;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Moiporá;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Moiporá;2011;;;;;;;;;;13;;
Moiporá;2012;;;;;;;;;;23;;
Moiporá;2013;;;;;;;;;;45;;
Moiporá;2014;;;;;;;;;;38;;
Moiporá;2015;;;;;;;;;;34;;
Moiporá;2016;;;;;;;;;;20;;
Moiporá;2017;;;;;;;;;;15;;
Moiporá;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;21;  ;1
Monte Alegre de Goiás;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Monte Alegre de Goiás;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Monte Alegre de Goiás;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Monte Alegre de Goiás;2002;;;;;;;;;;;;
Monte Alegre de Goiás;2003;;;;;;;;;;;;
Monte Alegre de Goiás;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Monte Alegre de Goiás;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Monte Alegre de Goiás;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Monte Alegre de Goiás;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Monte Alegre de Goiás;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Monte Alegre de Goiás;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Monte Alegre de Goiás;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Monte Alegre de Goiás;2011;;;;;;;;;;;;2
Monte Alegre de Goiás;2012;;;;;;;;;;;;
Monte Alegre de Goiás;2013;2;;;;;;;;;;;
Monte Alegre de Goiás;2014;11;;;;;;;;;;;
Monte Alegre de Goiás;2015;18;;;;;;;;;;;
Monte Alegre de Goiás;2016;12;;;;;;;;;;;
Monte Alegre de Goiás;2017;6;;;;;;;;;;;
Monte Alegre de Goiás;2018;8;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Montes Claros de Goiás;1999;  ;  ;  ;  ;  ;2;  ;  ;  ;  ;  ;16
Montes Claros de Goiás;2000;  ;  ;  ;  ;  ;2;  ;  ;  ;  ;  ;16
Montes Claros de Goiás;2001;  ;  ;  ;  ;  ;2;  ;  ;  ;  ;  ;11
Montes Claros de Goiás;2002;;;;;;1;;;;;;8
Montes Claros de Goiás;2003;;;;;;4;;;;;;4
Montes Claros de Goiás;2004;  ;  ;  ;  ;  ;7;  ;  ;  ;  ;  ;3
Montes Claros de Goiás;2005;  ;  ;  ;  ;  ;6;  ;  ;  ;  ;  ;5
Montes Claros de Goiás;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;15
Montes Claros de Goiás;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;14
Montes Claros de Goiás;2008;  ;3;  ;  ;  ;1;  ;  ;  ;  ;  ;14
Montes Claros de Goiás;2009;  ;2;  ;  ;  ;  ;  ;  ;  ;1;  ;7
Montes Claros de Goiás;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;16;  ;3
Montes Claros de Goiás;2011;;3;;;;;;;87;13;;
Montes Claros de Goiás;2012;;1;;;;2;;;462;10;;1
Montes Claros de Goiás;2013;;10;;;;;;;470;15;;1
Montes Claros de Goiás;2014;;1;;;;;;;505;14;;
Montes Claros de Goiás;2015;;4;;;;;;;399;22;;
Montes Claros de Goiás;2016;;4;;;;;;;409;1;;
Montes Claros de Goiás;2017;;;;;;;;;411;1;;
Montes Claros de Goiás;2018;  ;2;  ;  ;  ;  ;  ;  ;485;  ;  ;  
Montividiu;1999;7;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;46
Montividiu;2000;21;  ;  ;  ;  ;  ;2;  ;  ;  ;  ;17
Montividiu;2001;3;  ;1;  ;  ;  ;2;  ;  ;3;  ;15
Montividiu;2002;3;;;;;;;;;16;;15
Montividiu;2003;11;;;;;;1;;;38;;38
Montividiu;2004;  ;1;8;  ;  ;  ;  ;  ;  ;34;  ;20
Montividiu;2005;2;  ;  ;  ;  ;  ;  ;  ;  ;16;  ;3
Montividiu;2006;1;  ;  ;  ;  ;  ;  ;  ;  ;27;  ;17
Montividiu;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;22;  ;148
Montividiu;2008;1;  ;  ;  ;  ;  ;  ;  ;  ;26;  ;254
Montividiu;2009;5;  ;  ;  ;  ;  ;  ;  ;  ;13;  ;150
Montividiu;2010;  ;  ;  ;  ;  ;  ;  ;  ;226;24;  ;21
Montividiu;2011;11;;;;;;;;347;17;;20
Montividiu;2012;;;;;;;;;143;22;;25
Montividiu;2013;17;6;1;;;;;;288;21;;11
Montividiu;2014;12;2;;;;;;;54;22;;12
Montividiu;2015;17;1;;;;;;;35;17;;14
Montividiu;2016;2;4;;;;;;;17;14;;19
Montividiu;2017;3;3;;;;;;;6;16;;38
Montividiu;2018;2;8;3;  ;  ;  ;  ;  ;4;18;  ;40
Montividiu do Norte;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Montividiu do Norte;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Montividiu do Norte;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Montividiu do Norte;2002;;;;;;;;;;;;
Montividiu do Norte;2003;;;;;;;;;;;;
Montividiu do Norte;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Montividiu do Norte;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Montividiu do Norte;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Montividiu do Norte;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Montividiu do Norte;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Montividiu do Norte;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Montividiu do Norte;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Montividiu do Norte;2011;;;3;;;;;;;;;
Montividiu do Norte;2012;;;2;;;;;;;;;
Montividiu do Norte;2013;11;;;;;;;;;;;
Montividiu do Norte;2014;;;1;;;;;;;;;
Montividiu do Norte;2015;;;2;;;;;;;;;
Montividiu do Norte;2016;;;2;;;;;;;;;
Montividiu do Norte;2017;;;2;;;;;;;;;
Montividiu do Norte;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Morrinhos;1999;65;27;  ;  ;11;  ;9;62;1;28;1;518
Morrinhos;2000;76;33;  ;  ;14;5;9;71;1;35;1;534
Morrinhos;2001;79;37;  ;  ;9;3;9;82;4;32;1;557
Morrinhos;2002;78;44;;1;6;1;16;88;3;28;3;558
Morrinhos;2003;74;32;;1;4;5;15;64;1;27;3;699
Morrinhos;2004;89;30;  ;  ;9;2;12;53;6;28;  ;770
Morrinhos;2005;87;38;  ;  ;14;1;11;81;4;33;  ;911
Morrinhos;2006;53;28;  ;  ;13;1;12;59;10;26;1;1082
Morrinhos;2007;47;32;  ;  ;29;  ;14;68;10;45;1;1960
Morrinhos;2008;46;33;6;  ;29;  ;12;9;13;59;1;1770
Morrinhos;2009;52;40;2;  ;25;1;14;9;20;54;2;1729
Morrinhos;2010;56;47;2;  ;29;2;13;7;760;90;2;1620
Morrinhos;2011;62;51;7;;28;4;6;9;922;113;1;1619
Morrinhos;2012;51;45;11;;48;9;15;6;1158;79;1;2013
Morrinhos;2013;62;49;22;;45;16;20;1;1646;71;1;1781
Morrinhos;2014;71;49;24;;45;29;12;1;1842;101;2;1144
Morrinhos;2015;78;55;9;;33;23;9;;1311;97;;1712
Morrinhos;2016;38;60;21;;17;24;10;1;1316;89;;1631
Morrinhos;2017;53;47;32;;18;19;12;1;1549;89;;1326
Morrinhos;2018;44;45;32;1;21;21;12;  ;1629;76;  ;1285
Morro Agudo de Goiás;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Morro Agudo de Goiás;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Morro Agudo de Goiás;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Morro Agudo de Goiás;2002;;;;;;;;;;;;4
Morro Agudo de Goiás;2003;;;;;;;;;;;;2
Morro Agudo de Goiás;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;  
Morro Agudo de Goiás;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;  
Morro Agudo de Goiás;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;4
Morro Agudo de Goiás;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;1
Morro Agudo de Goiás;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;  
Morro Agudo de Goiás;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;  
Morro Agudo de Goiás;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;  
Morro Agudo de Goiás;2011;;;;;;;;;;3;;
Morro Agudo de Goiás;2012;;;;;;;;;;3;;
Morro Agudo de Goiás;2013;;;;;;;;;;3;;
Morro Agudo de Goiás;2014;;;;;;;;;;4;;1
Morro Agudo de Goiás;2015;;;;;;;;;;3;;1
Morro Agudo de Goiás;2016;;;;;;;;;;3;;2
Morro Agudo de Goiás;2017;;;;;;;;;;23;;1
Morro Agudo de Goiás;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;24;  ;6
Mossâmedes;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Mossâmedes;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1;6
Mossâmedes;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Mossâmedes;2002;;;;;;;;;;;;
Mossâmedes;2003;;;;;;;;;;;;1
Mossâmedes;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Mossâmedes;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Mossâmedes;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Mossâmedes;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Mossâmedes;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;41;  ;  
Mossâmedes;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;56;  ;  
Mossâmedes;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;146;  ;  
Mossâmedes;2011;1;;;;;;;;;208;;
Mossâmedes;2012;1;;;;;;;;;261;;
Mossâmedes;2013;1;;;;;;;;;268;;1
Mossâmedes;2014;30;;;;;;;;;224;;
Mossâmedes;2015;1;;;;;;;;;225;;
Mossâmedes;2016;1;;;;;;;;;259;;3
Mossâmedes;2017;;;;;;;;;;239;;1
Mossâmedes;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;163;  ;1
Mozarlândia;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Mozarlândia;2000;  ;  ;  ;  ;  ;2;  ;  ;  ;  ;  ;680
Mozarlândia;2001;  ;  ;  ;  ;  ;3;3;  ;  ;  ;  ;917
Mozarlândia;2002;;;;;;3;3;;;;;899
Mozarlândia;2003;;;;;;3;1;;;;;1083
Mozarlândia;2004;  ;  ;  ;  ;  ;2;1;  ;  ;  ;  ;1683
Mozarlândia;2005;  ;  ;  ;  ;  ;  ;4;  ;  ;  ;  ;1918
Mozarlândia;2006;  ;  ;1;  ;  ;3;1;1;  ;  ;  ;2560
Mozarlândia;2007;  ;  ;3;  ;  ;4;  ;1;  ;  ;  ;2342
Mozarlândia;2008;  ;4;  ;  ;  ;  ;1;  ;  ;  ;  ;2271
Mozarlândia;2009;  ;  ;  ;  ;  ;3;  ;  ;  ;  ;  ;2129
Mozarlândia;2010;  ;  ;  ;  ;  ;5;  ;1;  ;2;  ;1872
Mozarlândia;2011;;;;;;5;;1;;;;1894
Mozarlândia;2012;;;;;;5;;;;;;1952
Mozarlândia;2013;4;;;;;3;;;;;;2289
Mozarlândia;2014;2;;;;;4;;1;;1;;1783
Mozarlândia;2015;6;;;;;2;;2;;;;1848
Mozarlândia;2016;3;;;;;4;;2;;;;1865
Mozarlândia;2017;3;;;;;4;;2;;;;1957
Mozarlândia;2018;  ;  ;3;  ;  ;2;  ;  ;  ;  ;  ;2024
Mundo Novo;1999;  ;  ;  ;  ;  ;6;  ;  ;  ;  ;  ;1
Mundo Novo;2000;  ;  ;  ;  ;  ;5;  ;  ;  ;  ;  ;1
Mundo Novo;2001;  ;  ;  ;  ;  ;2;  ;  ;  ;  ;  ;1
Mundo Novo;2002;;;;;;2;;;;;;
Mundo Novo;2003;;;;;;3;;;;;;
Mundo Novo;2004;  ;  ;  ;  ;  ;4;  ;  ;  ;  ;  ;  
Mundo Novo;2005;  ;  ;  ;  ;  ;4;  ;  ;  ;  ;  ;  
Mundo Novo;2006;  ;  ;  ;  ;  ;3;  ;  ;  ;  ;  ;  
Mundo Novo;2007;  ;  ;  ;  ;  ;3;  ;  ;  ;  ;  ;  
Mundo Novo;2008;11;  ;  ;  ;  ;3;  ;  ;  ;  ;  ;  
Mundo Novo;2009;  ;2;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Mundo Novo;2010;7;2;  ;  ;  ;  ;  ;1;  ;14;  ;  
Mundo Novo;2011;5;4;;;;;;2;;6;;
Mundo Novo;2012;7;4;;;;;;3;;12;;
Mundo Novo;2013;8;3;;;;;;3;;20;;
Mundo Novo;2014;7;1;;;;;;1;;19;;
Mundo Novo;2015;9;1;;;;;;;;8;;
Mundo Novo;2016;7;1;1;;;;;2;;11;;1
Mundo Novo;2017;9;1;1;;;;;6;;;;1
Mundo Novo;2018;9;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Mutunópolis;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Mutunópolis;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Mutunópolis;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Mutunópolis;2002;;;;;;;;;;;;2
Mutunópolis;2003;;;;;;;;;;;;2
Mutunópolis;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Mutunópolis;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Mutunópolis;2006;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;  
Mutunópolis;2007;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;2
Mutunópolis;2008;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;  
Mutunópolis;2009;1;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;2
Mutunópolis;2010;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Mutunópolis;2011;4;;;;;;;1;;;;
Mutunópolis;2012;4;;;;;;;;;;;1
Mutunópolis;2013;3;;;;;;;;;;;2
Mutunópolis;2014;5;;;;;;;;;;;1
Mutunópolis;2015;8;;;;;;;;;;;
Mutunópolis;2016;3;;;;;22;;;;;;1
Mutunópolis;2017;2;;;;;9;;;;;;1
Mutunópolis;2018;1;  ;  ;  ;  ;15;  ;  ;  ;  ;  ;1
Nazário;1999;106;2;2;  ;  ;  ;  ;322;  ;15;  ;12
Nazário;2000;57;  ;3;  ;  ;  ;  ;280;  ;18;  ;14
Nazário;2001;63;  ;2;  ;  ;  ;  ;90;  ;24;  ;59
Nazário;2002;89;;1;;;;;75;;22;;101
Nazário;2003;229;;2;;;;;308;;27;;108
Nazário;2004;257;  ;2;  ;  ;  ;  ;360;  ;35;  ;130
Nazário;2005;212;  ;2;  ;  ;  ;  ;287;  ;57;  ;132
Nazário;2006;58;  ;28;  ;  ;  ;  ;273;  ;38;8;119
Nazário;2007;83;  ;33;  ;  ;  ;  ;149;  ;19;8;141
Nazário;2008;99;  ;34;  ;  ;  ;  ;229;  ;8;5;150
Nazário;2009;55;1;46;  ;  ;  ;  ;107;  ;31;3;167
Nazário;2010;67;  ;42;  ;  ;  ;  ;98;  ;37;  ;179
Nazário;2011;108;;61;;;;;72;;22;4;174
Nazário;2012;99;1;36;;;;;95;;14;3;184
Nazário;2013;71;9;42;;;2;;172;;19;2;275
Nazário;2014;76;1;51;;;1;;196;;15;;286
Nazário;2015;83;1;38;;;2;;202;;12;;300
Nazário;2016;67;;45;;;;;207;;13;;334
Nazário;2017;19;;38;;;3;;223;;1;;333
Nazário;2018;12;  ;43;  ;  ;  ;  ;228;  ;  ;  ;337
Nerópolis;1999;155;2;  ;  ;  ;5;5;  ;5;  ;  ;1425
Nerópolis;2000;161;2;7;  ;  ;  ;31;  ;5;2;  ;1394
Nerópolis;2001;148;16;4;  ;  ;  ;21;25;8;2;  ;1205
Nerópolis;2002;142;17;;;;;17;17;7;3;;1190
Nerópolis;2003;146;11;;;;;23;1;20;6;;1237
Nerópolis;2004;118;15;6;7;  ;  ;18;19;16;14;  ;1387
Nerópolis;2005;122;14;4;13;  ;  ;  ;15;10;11;  ;1467
Nerópolis;2006;129;21;23;  ;  ;2;16;19;4;17;1;1571
Nerópolis;2007;102;16;26;  ;  ;28;16;16;4;20;  ;1672
Nerópolis;2008;99;20;42;  ;  ;29;21;12;16;23;1;1749
Nerópolis;2009;108;30;43;18;  ;29;24;14;15;21;3;1905
Nerópolis;2010;157;39;42;24;2;1;40;14;29;17;2;2040
Nerópolis;2011;119;27;74;45;;44;54;13;44;11;;2504
Nerópolis;2012;172;35;45;44;;6;28;;10;19;;2451
Nerópolis;2013;126;32;54;9;;43;34;;207;20;;2322
Nerópolis;2014;119;29;52;12;;37;25;3;26;29;;2077
Nerópolis;2015;72;66;53;12;;6;27;7;35;25;;2096
Nerópolis;2016;36;56;29;5;;5;29;8;33;32;;2152
Nerópolis;2017;42;83;39;1;;6;31;7;44;40;;2122
Nerópolis;2018;36;39;75;1;  ;7;31;7;35;40;  ;2335
Niquelândia;1999;24;549;  ;  ;  ;  ;7;  ;  ;4;  ;26
Niquelândia;2000;30;657;  ;  ;  ;7;8;  ;  ;6;  ;34
Niquelândia;2001;27;625;  ;  ;  ;3;8;1;  ;5;  ;21
Niquelândia;2002;27;630;;;;11;9;;2;10;;5
Niquelândia;2003;23;655;;;;3;16;;1;7;;3
Niquelândia;2004;32;867;19;  ;  ;5;9;  ;2;13;  ;6
Niquelândia;2005;63;919;21;  ;  ;6;13;10;1;13;  ;12
Niquelândia;2006;4;947;1;  ;  ;4;8;  ;  ;13;  ;14
Niquelândia;2007;50;870;17;  ;  ;2;6;  ;3;44;  ;37
Niquelândia;2008;42;767;47;2;  ;8;5;  ;2;16;  ;43
Niquelândia;2009;57;815;30;2;  ;5;7;  ;  ;13;  ;27
Niquelândia;2010;63;709;4;4;  ;3;7;2;  ;14;  ;15
Niquelândia;2011;69;639;47;2;;6;7;;;12;;32
Niquelândia;2012;54;713;4;5;;12;9;;1;13;;28
Niquelândia;2013;48;576;4;5;;6;8;;2;10;2;24
Niquelândia;2014;46;507;2;14;;4;8;;3;8;;34
Niquelândia;2015;44;431;2;10;;1;6;;;11;;37
Niquelândia;2016;34;405;;9;;;7;;;10;;34
Niquelândia;2017;33;22;;9;;;5;;;9;;22
Niquelândia;2018;28;414;1;  ;  ;  ;4;  ;  ;4;  ;20
Nova América;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Nova América;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Nova América;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Nova América;2002;;;;;;;;;;4;;
Nova América;2003;;;;;;;;;;2;;
Nova América;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Nova América;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;  
Nova América;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;8;  ;  
Nova América;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;  
Nova América;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;2
Nova América;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;1
Nova América;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;  
Nova América;2011;;;;;;;;;;1;;
Nova América;2012;;;;;;;;;;1;;
Nova América;2013;;;;;;;;;;2;;
Nova América;2014;;;;;;7;;;;2;;
Nova América;2015;;;;;;;;;;2;;
Nova América;2016;;;;;;;;;;;;
Nova América;2017;;;;;;;;;;;;
Nova América;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Nova Aurora;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
Nova Aurora;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8
Nova Aurora;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Nova Aurora;2002;3;;;;;;;;;;;
Nova Aurora;2003;3;;;;;;;;;;;4
Nova Aurora;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Nova Aurora;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Nova Aurora;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8
Nova Aurora;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Nova Aurora;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Nova Aurora;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
Nova Aurora;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8
Nova Aurora;2011;;;;;;;;;;;;10
Nova Aurora;2012;;;;;;;;;;;;9
Nova Aurora;2013;;;;;;;;;;;;9
Nova Aurora;2014;;;;;;;;;;;;7
Nova Aurora;2015;;;;;;;;;;;;5
Nova Aurora;2016;;;;;;;;;;;;5
Nova Aurora;2017;;;;;;1;;;;;;6
Nova Aurora;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
Nova Crixás;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Nova Crixás;2000;  ;  ;  ;  ;  ;  ;  ;5;  ;  ;  ;1
Nova Crixás;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Nova Crixás;2002;;;;;;;2;;;;;
Nova Crixás;2003;;;;;;;2;;2;;;3
Nova Crixás;2004;  ;  ;  ;  ;  ;  ;2;  ;2;  ;  ;4
Nova Crixás;2005;  ;  ;  ;  ;  ;  ;3;  ;  ;  ;  ;4
Nova Crixás;2006;  ;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;3
Nova Crixás;2007;  ;  ;  ;  ;  ;  ;3;  ;  ;  ;  ;9
Nova Crixás;2008;  ;  ;  ;  ;  ;  ;3;  ;  ;  ;  ;32
Nova Crixás;2009;  ;  ;  ;  ;  ;  ;3;  ;  ;  ;  ;34
Nova Crixás;2010;  ;  ;  ;  ;  ;  ;5;  ;  ;  ;  ;30
Nova Crixás;2011;;3;;;1;;4;;;8;;40
Nova Crixás;2012;;3;;;;;5;12;;19;;7
Nova Crixás;2013;;2;;;;;4;9;;22;;6
Nova Crixás;2014;1;2;;;;;3;11;;21;;9
Nova Crixás;2015;1;2;2;;;;2;10;;23;;9
Nova Crixás;2016;1;2;2;;;;2;5;;22;;14
Nova Crixás;2017;;1;3;;;;2;4;;16;;19
Nova Crixás;2018;  ;4;  ;  ;  ;  ;3;  ;  ;15;  ;20
Nova Glória;1999;4;  ;  ;  ;  ;  ;  ;  ;  ;2;  ;227
Nova Glória;2000;1;  ;  ;  ;  ;  ;  ;  ;  ;12;  ;412
