Localidade	Ano	Cursos Presenciais/Federal	Cursos Presenciais/Estadual	Cursos Presenciais/Municipal	Cursos Presenciais/Particular	Cursos Presenciais/Comunitária, Confessional ou Filantrópica	Educação Profissional/Estadual	Educação Profissional/Federal	Educação Profissional/Municipal	Educação Profissional/Particular	Ensino Médio/Estadual	Ensino Médio/Federal	Ensino Médio/Municipal	Ensino Médio/Particular	EJA/Municipal	EJA/Estadual	EJA/Federal	EJA/Particular
Buritinópolis	2003										152					164		
Buritinópolis	2004										180					158		
Buritinópolis	2005										183					107		
Buritinópolis	2006										191					56		
Buritinópolis	2007										198					29		
Buritinópolis	2008										210				36	23		
Buritinópolis	2009										194				25			
Buritinópolis	2010						 	 	 	 	194	 	 	 	 	 	 	 
Buritinópolis	2011										189							
Buritinópolis	2012										208							
Buritinópolis	2013										170							
Buritinópolis	2014										135							
Buritinópolis	2015										133							
Buritinópolis	2016										162							
Buritinópolis	2017										122					26		
Buritinópolis	2018						0	0	0	0	130	0	0	0	0	29	0	0
Cabeceiras	2002										490				93	145		
Cabeceiras	2003										424				84	228		
Cabeceiras	2004										318				61	238		
Cabeceiras	2005										349				87	226		
Cabeceiras	2006										367				55	148		
Cabeceiras	2007										327				38	103		
Cabeceiras	2008										345				98	67		
Cabeceiras	2009										343				85	49		
Cabeceiras	2010						 	 	 	 	364	 	 	 	32	51	 	 
Cabeceiras	2011										336					98		
Cabeceiras	2012										260					94		
Cabeceiras	2013										264					47		
Cabeceiras	2014										275					75		
Cabeceiras	2015										347					73		
Cabeceiras	2016										347					81		
Cabeceiras	2017										326					93		
Cabeceiras	2018						0	0	0	0	301	0	0	0	0	92	0	0
Cachoeira Alta	2002										346					405		
Cachoeira Alta	2003										269					365		
Cachoeira Alta	2004										229					306		
Cachoeira Alta	2005										208					225		
Cachoeira Alta	2006										234					246		
Cachoeira Alta	2007										293					161		
Cachoeira Alta	2008										317					107		
Cachoeira Alta	2009										280					89		
Cachoeira Alta	2010						 	 	 	 	290	 	 	 	 	99	 	 
Cachoeira Alta	2011										269					120		
Cachoeira Alta	2012										256					142		
Cachoeira Alta	2013										289				65	109		
Cachoeira Alta	2014										308				35	126		
Cachoeira Alta	2015										307				23	109		
Cachoeira Alta	2016										344				32	90		
Cachoeira Alta	2017										323				46	165		
Cachoeira Alta	2018						0	0	0	0	368	0	0	0	22	162	0	0
Cachoeira de Goiás	2002										62							
Cachoeira de Goiás	2003										71							
Cachoeira de Goiás	2004										110							
Cachoeira de Goiás	2005										98							
Cachoeira de Goiás	2006										81							
Cachoeira de Goiás	2007										52							
Cachoeira de Goiás	2008										62							
Cachoeira de Goiás	2009										60							
Cachoeira de Goiás	2010						 	 	 	 	62	 	 	 	 	 	 	 
Cachoeira de Goiás	2011										68							
Cachoeira de Goiás	2012										61							
Cachoeira de Goiás	2013										52							
Cachoeira de Goiás	2014										73							
Cachoeira de Goiás	2015										70							
Cachoeira de Goiás	2016										63							
Cachoeira de Goiás	2017										56							
Cachoeira de Goiás	2018						0	0	0	0	53	0	0	0	0	0	0	0
Cachoeira Dourada	2002										289			29	434			
Cachoeira Dourada	2003										217			48	409	73		
Cachoeira Dourada	2004										265			60	244	146		
Cachoeira Dourada	2005										293			67	318	105		
Cachoeira Dourada	2006										328			56	164	139		
Cachoeira Dourada	2007										367			44	96	82		
Cachoeira Dourada	2008										339			45	97	91		
Cachoeira Dourada	2009										299			62	89	25		
Cachoeira Dourada	2010						 	 	 	 	331	 	 	30	96	70	 	 
Cachoeira Dourada	2011										291			12	75	31		
Cachoeira Dourada	2012										288				44	16		
Cachoeira Dourada	2013										276				20	26		
Cachoeira Dourada	2014										279				5	12		
Cachoeira Dourada	2015										271							
Cachoeira Dourada	2016										290							
Cachoeira Dourada	2017										281					16		
Cachoeira Dourada	2018						0	0	0	0	285	0	0	0	0	17	0	0
Caçu	2002										400			41	160	170		
Caçu	2003										499			66	184	113		
Caçu	2004										516			72	127	104		
Caçu	2005										494			61	87	98		
Caçu	2006										469			35	104	103		
Caçu	2007										465			35	84	99		
Caçu	2008										395			35	33	58		
Caçu	2009										414			44	49	53		
Caçu	2010						 	 	 	 	423	 	 	53	47	51	 	 
Caçu	2011										415			58	54	61		
Caçu	2012										451			56	48	48		
Caçu	2013										388			66	79	49		
Caçu	2014										357			43	66	62		
Caçu	2015										371			38	62	63		
Caçu	2016										302			37	77	44		
Caçu	2017										340			28	86	38		
Caçu	2018						0	0	0	0	391	0	0	27	57	30	0	0
Caiapônia	2002										583				62	201		
Caiapônia	2003										585				51	174		
Caiapônia	2004										701					169		
Caiapônia	2005										705				18	172		
Caiapônia	2006										745				26	52		
Caiapônia	2007										629				22	39		
Caiapônia	2008			120							542				55	60		
Caiapônia	2009			157			77				552				20	38		
Caiapônia	2010			330			78	 	 	 	624	 	 	 	28	74	 	 
Caiapônia	2011			430			86				554				27	66		
Caiapônia	2012			501			36				599				25	5		
Caiapônia	2013			536			148				565				16	17		
Caiapônia	2014						47				517				22	13		
Caiapônia	2015						16				533				11	20		
Caiapônia	2016						103				458				19	28		
Caiapônia	2017						26				404				14	77		
Caiapônia	2018						491	0	0	0	416	0	0	0	15	110	0	0
Caldas Novas	2002		644		720						1474			405	896	2077		43
Caldas Novas	2003		588		969						1727			414	1103	1590		60
Caldas Novas	2004		630		1381						1824			399	1206	1570		27
Caldas Novas	2005		578		1512						1949			351	1015	1420		18
Caldas Novas	2006		475		1136						2293			330	1148	1138		
Caldas Novas	2007		528		1123						2456			275	1077	1005		2
Caldas Novas	2008		645		1077						2317			349	1053	736		
Caldas Novas	2009		533		873					40	2380			335	649	588		
Caldas Novas	2010		533		993		 	 	 	53	2754	 	 	311	1075	578	 	 
Caldas Novas	2011		515		1036					92	2766			363	687	437		
Caldas Novas	2012		382		1127						2822			439	1043	372		
Caldas Novas	2013		376		1194					67	2739			457	835	393		68
Caldas Novas	2014									278	2550			447	761	390		71
Caldas Novas	2015									295	2634			478	835	374		
Caldas Novas	2016						8			220	2533			465	873	317		
Caldas Novas	2017						7			88	2918			320	935	311		
Caldas Novas	2018						33	0	0	237	2894	0	0	266	710	409	0	0
Caldazinha	2002										101				123			
Caldazinha	2003										130				92			
Caldazinha	2004										191				48			
Caldazinha	2005										190				17			
Caldazinha	2006										161				48	50		
Caldazinha	2007										189				46			
Caldazinha	2008										163				51	28		
Caldazinha	2009										151				44	44		
Caldazinha	2010						 	 	 	 	128	 	 	 	15	29	 	 
Caldazinha	2011										125					17		
Caldazinha	2012										144					16		
Caldazinha	2013										141					7		
Caldazinha	2014										139							
Caldazinha	2015										143							
Caldazinha	2016										148							
Caldazinha	2017										102					11		
Caldazinha	2018						0	0	0	0	110	0	0	0	0	24	0	0
Campestre de Goiás	2002										150				76			
Campestre de Goiás	2003										154				134			
Campestre de Goiás	2004										194				109			
Campestre de Goiás	2005										172				80			
Campestre de Goiás	2006										153				64			
Campestre de Goiás	2007										155							
Campestre de Goiás	2008										128				98			
Campestre de Goiás	2009										185				18			
Campestre de Goiás	2010						 	 	 	 	180	 	 	 	10	 	 	 
Campestre de Goiás	2011										165							
Campestre de Goiás	2012										160							
Campestre de Goiás	2013										134							
Campestre de Goiás	2014										123							
Campestre de Goiás	2015										151				17			
Campestre de Goiás	2016										151				27			
Campestre de Goiás	2017										147				71	22		
Campestre de Goiás	2018						0	0	0	0	126	0	0	0	83	32	0	0
Campinaçu	2002										151				34	154		
Campinaçu	2003										167				25	132		
Campinaçu	2004										193				13	129		
Campinaçu	2005										171				32	126		
Campinaçu	2006										182				27	93		
Campinaçu	2007										164				10	80		
Campinaçu	2008										166					45		
Campinaçu	2009										203					70		
Campinaçu	2010						 	 	 	 	183	 	 	 	 	109	 	 
Campinaçu	2011										183					79		
Campinaçu	2012										173				3	41		
Campinaçu	2013										172				6	45		
Campinaçu	2014										171					35		
Campinaçu	2015										153					28		
Campinaçu	2016										137					23		
Campinaçu	2017										143					32		
Campinaçu	2018						0	0	0	0	169	0	0	0	0	65	0	0
Campinorte	2002										573				117			
Campinorte	2003										688				171			
Campinorte	2004										660				151	41		
Campinorte	2005										532				113	111		
Campinorte	2006										516				91	81		
Campinorte	2007										473				68	100		
Campinorte	2008										491				57	58		
Campinorte	2009										405				75	55		
Campinorte	2010						 	 	 	 	439	 	 	 	78	100	 	 
Campinorte	2011										435				79	95		
Campinorte	2012										479				70	89		
Campinorte	2013										482				54	93		
Campinorte	2014										492				61	72		
Campinorte	2015										468				53	79		
Campinorte	2016										409				67	80		
Campinorte	2017										377				60	121		
Campinorte	2018						0	0	0	0	381	0	0	0	48	185	0	0
Campo Alegre de Goiás	2002										224				81			
Campo Alegre de Goiás	2003										232				118			
Campo Alegre de Goiás	2004										240				83	46		
Campo Alegre de Goiás	2005										246				80	34		
Campo Alegre de Goiás	2006										234				65	29		
Campo Alegre de Goiás	2007										160				50	12		
Campo Alegre de Goiás	2008										214				36	18		
Campo Alegre de Goiás	2009										236							
Campo Alegre de Goiás	2010						 	 	 	 	242	 	 	 	 	 	 	 
Campo Alegre de Goiás	2011										196							
Campo Alegre de Goiás	2012										210							
Campo Alegre de Goiás	2013										214				61			
Campo Alegre de Goiás	2014										212				95			
Campo Alegre de Goiás	2015										201				71			
Campo Alegre de Goiás	2016										197				30			
Campo Alegre de Goiás	2017										208				39			
Campo Alegre de Goiás	2018						0	0	0	0	205	0	0	0	34	0	0	0
Campo Limpo de Goiás	2002										205							
Campo Limpo de Goiás	2003										232					115		
Campo Limpo de Goiás	2004										221					158		
Campo Limpo de Goiás	2005										174					221		
Campo Limpo de Goiás	2006										218					163		
Campo Limpo de Goiás	2007										270					51		
Campo Limpo de Goiás	2008										267					35		
Campo Limpo de Goiás	2009										336					17		
Campo Limpo de Goiás	2010						 	 	 	 	322	 	 	 	 	 	 	 
Campo Limpo de Goiás	2011										305							
Campo Limpo de Goiás	2012										242							
Campo Limpo de Goiás	2013										256							
Campo Limpo de Goiás	2014										228							
Campo Limpo de Goiás	2015										248							
Campo Limpo de Goiás	2016										237							
Campo Limpo de Goiás	2017										217					41		
Campo Limpo de Goiás	2018						0	0	0	0	202	0	0	0	0	85	0	0
Campos Belos	2002		594								1271				155	253		
Campos Belos	2003		635								1188			5	271	332		
Campos Belos	2004		524								1251				275	355		
Campos Belos	2005		470								1108			10	558	436		
Campos Belos	2006		414								1044			15	581	389		
Campos Belos	2007		438								943			20	310	285		
Campos Belos	2008		441								843				267	315		
Campos Belos	2009		431								837				224	283		
Campos Belos	2010		424				 	 	 	 	896	 	 	 	244	298	 	 
Campos Belos	2011		410								933				183	259		
Campos Belos	2012		422								842				119	227		
Campos Belos	2013		433								822				161	231		
Campos Belos	2014										837			4	73	208		
Campos Belos	2015							567			868			5	65	216		
Campos Belos	2016							497			789	36				331		
Campos Belos	2017							207			689	97				330		
Campos Belos	2018						0	273	0	0	658	153	0	0	0	361	0	0
Campos Verdes	2002										455				375			
Campos Verdes	2003										469				244	70		
Campos Verdes	2004										526				130	116		
Campos Verdes	2005										525				238	85		
Campos Verdes	2006										503				150	88		
Campos Verdes	2007										409				95	68		
Campos Verdes	2008										344					54		
Campos Verdes	2009										363					47		
Campos Verdes	2010						 	 	 	 	308	 	 	 	 	42	 	 
Campos Verdes	2011										275					64		
Campos Verdes	2012										282					28		
Campos Verdes	2013										232					32		
Campos Verdes	2014										198					33		
Campos Verdes	2015										195					26		
Campos Verdes	2016										174					28		
Campos Verdes	2017										157					51		
Campos Verdes	2018						0	0	0	0	193	0	0	0	0	47	0	0
Carmo do Rio Verde	2002										239					225		
Carmo do Rio Verde	2003										270				85	162		
Carmo do Rio Verde	2004										307				84	161		
Carmo do Rio Verde	2005										303				57	149		
Carmo do Rio Verde	2006										331					192		
Carmo do Rio Verde	2007										361				24	124		
Carmo do Rio Verde	2008										347					63		
Carmo do Rio Verde	2009										379					65		
Carmo do Rio Verde	2010						 	 	 	 	386	 	 	 	 	79	 	 
Carmo do Rio Verde	2011										335					76		
Carmo do Rio Verde	2012										315					56		
Carmo do Rio Verde	2013										298					42		
Carmo do Rio Verde	2014										265					77		
Carmo do Rio Verde	2015										239				27	74		
Carmo do Rio Verde	2016										184				26	64		
Carmo do Rio Verde	2017										228				16	47		
Carmo do Rio Verde	2018						0	0	0	0	264	0	0	0	0	77	0	0
Castelândia	2002										115							
Castelândia	2003										142				54			
Castelândia	2004										151							
Castelândia	2005										155							
Castelândia	2006										192				139			
Castelândia	2007										173				77			
Castelândia	2008										202				64			
Castelândia	2009										171				51			
Castelândia	2010						 	 	 	 	165	 	 	 	11	 	 	 
Castelândia	2011										142							
Castelândia	2012										140							
Castelândia	2013										138							
Castelândia	2014										142							
Castelândia	2015										126							
Castelândia	2016										98							
Castelândia	2017										79					10		
Castelândia	2018						0	0	0	0	132	0	0	0	0	6	0	0
Catalão	2002	1061	229		1342						2940			500	232	4140		
Catalão	2003	1123	227		1514						2613			743	251	3585		
Catalão	2004	1144	116		1690				31	79	2773			747	299	3202		83
Catalão	2005	1154	111		1896				72	224	2554			719		2041		142
Catalão	2006	1153			2124		32		66	327	2822		52	879		1981		
Catalão	2007	1387			2366		30			314	2719			854		1158		
Catalão	2008	1779			1501					324	2699			982		1123		
Catalão	2009	1948			1745		123			531	2831			1017		919		
Catalão	2010	2317			1807		29	 	 	714	2686	 	 	1119	 	818	 	 
Catalão	2011	2650			1998		115			758	2342			1023		738		
Catalão	2012	2620			2146		79				2209			1327		821		
