Localidade;Ano;Instituições de Crédito, Seguro e de Capitalização;Administradoras de Imóveis, Valores Mobiliários, Serviços Técnicos, Profissionais, Auxiliar de Atividade Econômica;Transporte e Comunicações;Serviços de Alojamento, Alimentação, Reparo, Manutenção, Radiodifusão e Televisão;Serviços Médicos, Odontológicos e Veterinários;Ensino
Formoso;2007;2;2;3;8;  ;  
Formoso;2008;2;1;3;8;  ;  
Formoso;2009;2;  ;3;10;  ;  
Formoso;2010;2;  ;3;10;1;  
Formoso;2011;3;2;2;10;1;1
Formoso;2012;3;1;3;9;1;
Formoso;2013;3;2;3;10;1;
Formoso;2014;3;5;4;5;1;
Formoso;2015;3;6;3;5;1;
Formoso;2016;3;8;4;7;2;
Formoso;2017;3;7;4;4;2;
Formoso;2018;  ;  ;4;12;  ;  
Gameleira de Goiás;1999;  ;  ;  ;  ;  ;  
Gameleira de Goiás;2000;  ;  ;  ;  ;  ;  
Gameleira de Goiás;2001;  ;  ;  ;  ;  ;  
Gameleira de Goiás;2002;;;;;;
Gameleira de Goiás;2003;;;;;;
Gameleira de Goiás;2004;  ;  ;1;  ;  ;  
Gameleira de Goiás;2005;  ;  ;1;  ;  ;  
Gameleira de Goiás;2006;  ;  ;2;  ;  ;  
Gameleira de Goiás;2007;  ;  ;4;  ;  ;  
Gameleira de Goiás;2008;  ;  ;1;  ;  ;  
Gameleira de Goiás;2009;  ;  ;1;1;  ;  
Gameleira de Goiás;2010;  ;  ;1;  ;  ;  
Gameleira de Goiás;2011;;;1;;;
Gameleira de Goiás;2012;;;1;;;
Gameleira de Goiás;2013;;;1;2;;
Gameleira de Goiás;2014;;;2;5;;
Gameleira de Goiás;2015;;;2;5;;
Gameleira de Goiás;2016;;;1;2;;
Gameleira de Goiás;2017;;;4;2;;
Gameleira de Goiás;2018;5;2;3;12;2;  
Goianápolis;1999;1;  ;3;3;  ;  
Goianápolis;2000;3;  ;1;5;  ;  
Goianápolis;2001;3;  ;2;7;1;  
Goianápolis;2002;6;1;4;14;1;
Goianápolis;2003;4;1;4;14;2;
Goianápolis;2004;5;1;4;19;1;  
Goianápolis;2005;6;1;3;18;1;  
Goianápolis;2006;4;1;18;18;  ;  
Goianápolis;2007;5;3;23;17;1;  
Goianápolis;2008;6;4;6;19;1;3
Goianápolis;2009;6;9;5;15;1;3
Goianápolis;2010;6;3;15;28;1;1
Goianápolis;2011;7;6;26;13;5;4
Goianápolis;2012;7;18;29;20;2;4
Goianápolis;2013;13;12;65;13;2;3
Goianápolis;2014;11;21;22;24;2;12
Goianápolis;2015;11;58;26;47;3;12
Goianápolis;2016;10;72;20;47;5;10
Goianápolis;2017;12;130;141;48;4;9
Goianápolis;2018;11;115;436;76;84;7
Goiandira;1999;6;3;1;71;13;  
Goiandira;2000;13;2;1;133;11;  
Goiandira;2001;12;7;1;51;9;  
Goiandira;2002;10;5;4;8;9;
Goiandira;2003;11;4;4;8;9;
Goiandira;2004;9;38;4;5;10;  
Goiandira;2005;9;4;3;8;11;  
Goiandira;2006;8;2;3;14;11;2
Goiandira;2007;6;2;13;10;35;1
Goiandira;2008;7;3;2;19;11;1
Goiandira;2009;8;2;27;14;11;1
Goiandira;2010;18;3;26;11;12;  
Goiandira;2011;16;2;23;11;12;
Goiandira;2012;16;12;18;13;12;1
Goiandira;2013;17;6;15;14;13;1
Goiandira;2014;8;13;15;14;16;1
Goiandira;2015;8;14;12;12;15;1
Goiandira;2016;7;8;14;12;17;1
Goiandira;2017;9;5;11;16;11;1
Goiandira;2018;13;6;41;20;12;2
Goianésia;1999;56;41;34;160;100;67
Goianésia;2000;55;190;53;144;78;52
Goianésia;2001;64;42;78;165;78;61
Goianésia;2002;67;76;55;177;82;61
Goianésia;2003;65;146;51;181;93;77
Goianésia;2004;63;209;81;174;115;78
Goianésia;2005;69;229;95;435;145;109
Goianésia;2006;65;226;117;243;133;111
Goianésia;2007;68;156;113;223;152;109
Goianésia;2008;71;199;142;348;156;159
Goianésia;2009;87;130;204;473;179;171
Goianésia;2010;92;320;279;641;205;185
Goianésia;2011;100;215;308;455;230;208
Goianésia;2012;96;289;443;462;223;196
Goianésia;2013;103;279;435;501;222;244
Goianésia;2014;108;488;473;546;200;292
Goianésia;2015;104;693;469;546;247;328
Goianésia;2016;100;597;463;626;248;325
Goianésia;2017;121;1014;472;676;244;322
Goianésia;2018;176;966;534;716;250;372
Goiânia;1999;6597;21446;17383;23849;20880;12664
Goiânia;2000;6592;24078;14814;26328;21337;14095
Goiânia;2001;6301;24787;17344;30212;23944;16245
Goiânia;2002;6411;26534;16526;29536;24749;17214
Goiânia;2003;6405;28012;16921;35100;24300;10420
Goiânia;2004;6665;30214;20882;34795;26140;11498
Goiânia;2005;6862;34689;22486;36012;27228;11936
Goiânia;2006;7560;34869;19726;33931;28494;16750
Goiânia;2007;7620;35257;20416;35588;29235;17468
Goiânia;2008;7959;42613;21576;39366;18197;20942
Goiânia;2009;8089;47608;22579;42173;19503;21296
Goiânia;2010;8410;54635;24504;43909;19821;24866
Goiânia;2011;8855;63005;25105;52253;21124;26079
Goiânia;2012;9564;74757;25786;58209;22863;27713
Goiânia;2013;9837;73555;26510;62508;24302;28863
Goiânia;2014;10085;77847;26194;61887;25982;30329
Goiânia;2015;9955;74287;26666;64273;28719;30955
Goiânia;2016;9317;70474;25372;62901;29040;31764
Goiânia;2017;9375;71345;25052;67919;30671;27953
Goiânia;2018;10004;75949;25315;64536;31069;29377
Goianira;1999;7;435;10;8;8;7
Goianira;2000;16;642;12;16;10;5
Goianira;2001;35;430;46;20;16;3
Goianira;2002;17;342;61;40;10;8
Goianira;2003;18;327;84;73;9;8
Goianira;2004;11;71;67;52;2;7
Goianira;2005;7;105;57;63;4;5
Goianira;2006;4;109;70;88;6;16
Goianira;2007;5;106;83;120;28;19
Goianira;2008;6;123;94;94;14;14
Goianira;2009;10;203;106;89;21;22
Goianira;2010;13;145;105;108;16;34
Goianira;2011;10;231;87;105;17;36
Goianira;2012;29;267;76;102;15;34
Goianira;2013;29;155;99;129;21;36
Goianira;2014;25;112;127;176;26;49
Goianira;2015;29;129;103;197;63;57
Goianira;2016;33;272;89;202;20;72
Goianira;2017;33;229;109;216;27;81
Goianira;2018;28;342;110;183;29;78
Goiás;1999;48;27;24;276;141;102
Goiás;2000;40;121;23;217;127;88
Goiás;2001;46;80;38;253;123;117
Goiás;2002;53;265;170;332;337;116
Goiás;2003;52;135;185;347;402;152
Goiás;2004;34;100;34;284;112;130
Goiás;2005;37;151;30;273;101;141
Goiás;2006;94;95;50;350;101;100
Goiás;2007;136;108;62;333;85;140
Goiás;2008;66;202;46;357;107;115
Goiás;2009;53;135;72;398;85;98
Goiás;2010;49;146;114;415;86;136
Goiás;2011;36;93;38;243;23;116
Goiás;2012;55;114;157;395;99;109
Goiás;2013;63;104;71;443;34;108
Goiás;2014;40;87;119;416;138;117
Goiás;2015;36;79;68;414;141;113
Goiás;2016;36;95;87;450;148;136
Goiás;2017;36;147;51;426;405;90
Goiás;2018;39;213;46;451;344;104
Goiatuba;1999;79;44;33;96;84;71
Goiatuba;2000;65;58;51;80;90;84
Goiatuba;2001;64;65;43;102;92;91
Goiatuba;2002;67;47;59;105;103;86
Goiatuba;2003;69;68;42;107;87;84
Goiatuba;2004;63;59;49;133;51;88
Goiatuba;2005;73;64;71;148;76;85
Goiatuba;2006;57;77;58;209;51;75
Goiatuba;2007;61;59;70;184;55;76
Goiatuba;2008;60;80;126;185;54;71
Goiatuba;2009;62;92;151;160;78;97
Goiatuba;2010;64;124;90;135;81;85
Goiatuba;2011;65;156;112;185;85;89
Goiatuba;2012;64;134;182;224;96;83
Goiatuba;2013;65;180;191;220;108;88
Goiatuba;2014;65;199;218;195;122;100
Goiatuba;2015;75;260;231;220;148;121
Goiatuba;2016;80;294;181;201;144;116
Goiatuba;2017;79;322;208;210;154;119
Goiatuba;2018;80;270;264;228;163;82
Gouvelândia;1999;4;  ;7;  ;  ;  
Gouvelândia;2000;7;1;7;  ;  ;  
Gouvelândia;2001;3;  ;5;  ;  ;  
Gouvelândia;2002;4;;2;;;
Gouvelândia;2003;3;;2;1;;
Gouvelândia;2004;5;1;9;2;  ;  
Gouvelândia;2005;6;1;8;2;  ;  
Gouvelândia;2006;5;  ;12;1;  ;  
Gouvelândia;2007;5;  ;4;1;  ;  
Gouvelândia;2008;5;1;3;1;  ;  
Gouvelândia;2009;5;1;2;4;  ;  
Gouvelândia;2010;5;2;4;4;  ;  
Gouvelândia;2011;8;3;10;7;;
Gouvelândia;2012;10;5;6;9;;2
Gouvelândia;2013;8;5;7;9;;
Gouvelândia;2014;10;4;6;6;;
Gouvelândia;2015;11;6;2;6;;
Gouvelândia;2016;11;5;5;21;;
Gouvelândia;2017;13;5;3;18;;
Gouvelândia;2018;12;7;4;21;  ;  
Guapó;1999;11;1;4;20;9;3
Guapó;2000;12;3;3;21;1;3
Guapó;2001;11;2;5;33;1;2
Guapó;2002;7;6;5;29;2;1
Guapó;2003;6;7;10;31;2;1
Guapó;2004;4;4;11;23;1;  
Guapó;2005;4;14;14;25;1;  
Guapó;2006;4;10;22;24;2;  
Guapó;2007;4;6;17;25;2;4
Guapó;2008;5;14;24;22;1;5
Guapó;2009;4;6;22;21;4;7
Guapó;2010;6;9;18;22;2;15
Guapó;2011;7;16;35;29;2;16
Guapó;2012;11;21;38;38;3;11
Guapó;2013;18;23;38;47;3;5
Guapó;2014;19;23;34;49;4;2
Guapó;2015;18;28;37;58;3;10
Guapó;2016;15;45;46;53;3;11
Guapó;2017;12;42;35;48;4;12
Guapó;2018;14;47;45;271;7;4
Guaraíta;1999;  ;  ;1;  ;  ;  
Guaraíta;2000;  ;  ;1;  ;  ;  
Guaraíta;2001;  ;  ;1;  ;  ;  
Guaraíta;2002;;;3;;;
Guaraíta;2003;;;1;;;
Guaraíta;2004;  ;  ;1;  ;  ;  
Guaraíta;2005;  ;  ;1;  ;  ;  
Guaraíta;2006;  ;  ;2;  ;  ;  
Guaraíta;2007;  ;  ;2;  ;  ;  
Guaraíta;2008;  ;  ;  ;1;  ;  
Guaraíta;2009;  ;  ;2;1;  ;  
Guaraíta;2010;  ;  ;2;1;  ;  
Guaraíta;2011;;;2;1;;
Guaraíta;2012;;1;2;2;1;
Guaraíta;2013;;1;2;2;;
Guaraíta;2014;;1;2;2;;
Guaraíta;2015;;1;2;4;;
Guaraíta;2016;;1;2;3;;
Guaraíta;2017;;1;4;2;;
Guaraíta;2018;  ;2;1;3;  ;  
Guarani de Goiás;1999;  ;  ;  ;  ;  ;  
Guarani de Goiás;2000;  ;  ;  ;  ;  ;  
Guarani de Goiás;2001;  ;  ;  ;  ;  ;  
Guarani de Goiás;2002;;;1;;;
Guarani de Goiás;2003;14;;3;;;
Guarani de Goiás;2004;  ;5;2;  ;  ;  
Guarani de Goiás;2005;  ;  ;2;  ;  ;  
Guarani de Goiás;2006;  ;  ;14;2;  ;  
Guarani de Goiás;2007;  ;  ;10;  ;  ;  
Guarani de Goiás;2008;  ;  ;  ;16;1;  
Guarani de Goiás;2009;  ;  ;2;  ;  ;  
Guarani de Goiás;2010;  ;  ;2;  ;  ;  
Guarani de Goiás;2011;;;3;;;
Guarani de Goiás;2012;;;2;;;
Guarani de Goiás;2013;;;3;2;;
Guarani de Goiás;2014;;1;2;4;;
Guarani de Goiás;2015;;1;3;2;;
Guarani de Goiás;2016;;;2;7;;
Guarani de Goiás;2017;;3;2;6;;
Guarani de Goiás;2018;  ;3;2;7;  ;  
Guarinos;1999;  ;  ;1;  ;  ;  
Guarinos;2000;  ;  ;1;  ;  ;  
Guarinos;2001;  ;  ;1;  ;  ;  
Guarinos;2002;;;4;;;
Guarinos;2003;;;2;;;
Guarinos;2004;  ;  ;2;  ;  ;  
Guarinos;2005;  ;  ;1;  ;  ;  
Guarinos;2006;  ;  ;2;  ;  ;  
Guarinos;2007;  ;  ;2;  ;  ;  
Guarinos;2008;  ;  ;2;  ;  ;  
Guarinos;2009;  ;  ;1;  ;  ;  
Guarinos;2010;  ;  ;1;1;  ;  
Guarinos;2011;;;1;3;;
Guarinos;2012;;;1;3;;
Guarinos;2013;;;1;3;;
Guarinos;2014;;;2;2;;
Guarinos;2015;;;9;2;;
Guarinos;2016;;;1;2;;
Guarinos;2017;;;1;4;;
Guarinos;2018;  ;  ;1;4;  ;  
Heitoraí;1999;  ;  ;1;1;  ;  
Heitoraí;2000;  ;  ;1;  ;  ;  
Heitoraí;2001;  ;  ;1;  ;  ;  
Heitoraí;2002;;;4;;;
Heitoraí;2003;;;4;2;;
Heitoraí;2004;  ;  ;3;4;  ;  
Heitoraí;2005;  ;  ;3;1;  ;  
Heitoraí;2006;  ;  ;4;2;  ;  
Heitoraí;2007;  ;1;7;2;  ;  
Heitoraí;2008;  ;  ;1;2;  ;  
Heitoraí;2009;  ;  ;5;2;  ;  
Heitoraí;2010;  ;  ;4;2;  ;1
Heitoraí;2011;;4;3;2;;
Heitoraí;2012;;;5;1;;
Heitoraí;2013;;;6;3;;
Heitoraí;2014;;;3;3;;
Heitoraí;2015;;;3;7;;
Heitoraí;2016;;;4;9;;
Heitoraí;2017;;;4;8;;
Heitoraí;2018;  ;  ;7;5;  ;  
Hidrolândia;1999;10;5;19;49;10;4
Hidrolândia;2000;10;58;16;53;11;7
Hidrolândia;2001;10;184;38;56;8;5
Hidrolândia;2002;17;296;32;72;5;12
Hidrolândia;2003;11;19;46;141;9;16
Hidrolândia;2004;8;39;27;86;12;9
Hidrolândia;2005;10;60;44;74;11;3
Hidrolândia;2006;9;40;38;111;11;5
Hidrolândia;2007;10;29;50;129;13;7
Hidrolândia;2008;9;38;32;123;17;6
Hidrolândia;2009;9;42;25;115;3;9
Hidrolândia;2010;9;121;21;130;4;6
Hidrolândia;2011;13;209;41;152;7;6
Hidrolândia;2012;6;201;34;143;6;6
Hidrolândia;2013;16;320;43;175;5;6
Hidrolândia;2014;16;124;111;176;6;16
Hidrolândia;2015;14;121;139;164;9;5
Hidrolândia;2016;16;147;187;209;9;24
Hidrolândia;2017;17;238;292;254;16;23
Hidrolândia;2018;17;92;248;385;21;50
Hidrolina;1999;3;  ;1;5;  ;  
Hidrolina;2000;3;  ;1;4;  ;  
Hidrolina;2001;2;3;1;3;  ;  
Hidrolina;2002;4;;1;3;;
Hidrolina;2003;2;;2;5;;
Hidrolina;2004;2;  ;2;6;  ;  
Hidrolina;2005;2;  ;1;9;  ;  
Hidrolina;2006;2;1;3;8;  ;  
Hidrolina;2007;1;1;2;9;  ;  
Hidrolina;2008;1;2;6;10;  ;  
Hidrolina;2009;1;3;7;10;1;  
Hidrolina;2010;1;2;11;11;  ;  
Hidrolina;2011;1;5;2;14;;
Hidrolina;2012;1;3;2;14;1;
Hidrolina;2013;1;2;3;16;1;
Hidrolina;2014;1;3;2;11;1;
Hidrolina;2015;1;4;3;7;2;
Hidrolina;2016;1;6;2;10;;
Hidrolina;2017;;7;3;9;1;
Hidrolina;2018;4;7;7;10;1;  
Iaciara;1999;4;2;6;1;  ;  
Iaciara;2000;4;2;4;1;  ;  
Iaciara;2001;6;4;4;5;  ;  
Iaciara;2002;6;26;6;2;;
Iaciara;2003;6;2;5;3;1;
Iaciara;2004;5;7;11;10;1;12
Iaciara;2005;8;11;15;9;2;4
Iaciara;2006;6;8;3;14;2;9
Iaciara;2007;6;7;16;8;2;6
Iaciara;2008;7;7;13;8;1;9
Iaciara;2009;7;10;15;14;4;14
Iaciara;2010;7;6;17;14;6;16
Iaciara;2011;7;4;16;23;7;13
Iaciara;2012;7;17;15;20;7;12
Iaciara;2013;7;28;17;14;5;7
Iaciara;2014;10;34;17;13;2;6
Iaciara;2015;12;31;18;14;4;14
Iaciara;2016;12;33;2;26;5;11
Iaciara;2017;14;85;2;19;6;9
Iaciara;2018;10;42;3;25;4;5
Inaciolândia;1999;2;  ;23;3;  ;2
Inaciolândia;2000;2;8;16;5;2;2
Inaciolândia;2001;3;9;17;4;2;1
Inaciolândia;2002;3;9;16;7;1;3
Inaciolândia;2003;3;;31;5;2;2
Inaciolândia;2004;4;4;28;7;1;3
Inaciolândia;2005;4;6;26;5;1;3
Inaciolândia;2006;5;4;27;4;2;3
Inaciolândia;2007;5;3;31;8;1;4
Inaciolândia;2008;5;2;25;34;2;2
Inaciolândia;2009;6;3;27;46;1;1
Inaciolândia;2010;9;7;26;56;2;1
Inaciolândia;2011;11;5;28;34;2;4
Inaciolândia;2012;14;17;32;24;1;4
Inaciolândia;2013;12;26;33;24;1;4
Inaciolândia;2014;15;37;34;29;1;4
Inaciolândia;2015;14;42;32;28;2;4
Inaciolândia;2016;14;29;30;21;2;2
Inaciolândia;2017;13;24;29;22;4;3
Inaciolândia;2018;12;27;29;14;4;2
Indiara;1999;8;  ;1;18;15;10
Indiara;2000;9;3;3;20;14;6
Indiara;2001;8;2;4;20;12;6
Indiara;2002;8;2;8;8;14;9
Indiara;2003;8;3;9;15;14;9
Indiara;2004;8;1;15;24;14;9
Indiara;2005;9;4;11;10;14;5
Indiara;2006;9;11;24;24;  ;2
Indiara;2007;9;15;22;31;16;1
Indiara;2008;16;4;20;35;17;1
Indiara;2009;13;14;25;71;16;1
Indiara;2010;21;16;27;69;16;7
Indiara;2011;19;20;36;78;;16
Indiara;2012;28;27;47;163;19;251
Indiara;2013;29;34;57;103;2;11
Indiara;2014;30;63;89;149;3;13
Indiara;2015;30;28;84;149;19;15
Indiara;2016;29;28;357;126;18;12
Indiara;2017;25;36;457;119;15;12
Indiara;2018;26;29;626;131;17;21
Inhumas;1999;64;32;34;215;139;139
Inhumas;2000;57;34;29;213;150;118
Inhumas;2001;59;43;49;243;154;125
Inhumas;2002;55;51;63;255;151;112
Inhumas;2003;53;95;50;247;148;134
Inhumas;2004;53;1518;62;247;155;158
Inhumas;2005;59;1101;49;283;166;148
Inhumas;2006;56;109;87;324;167;113
Inhumas;2007;66;121;95;285;147;203
Inhumas;2008;64;174;167;316;155;209
Inhumas;2009;57;144;174;352;119;199
Inhumas;2010;75;177;173;348;130;216
Inhumas;2011;81;257;267;369;155;227
Inhumas;2012;80;246;294;429;177;207
Inhumas;2013;76;290;275;427;152;247
Inhumas;2014;79;421;328;428;156;277
Inhumas;2015;78;434;367;474;168;304
Inhumas;2016;79;564;395;481;218;333
Inhumas;2017;79;573;439;609;230;337
Inhumas;2018;78;512;420;728;231;671
Ipameri;1999;43;165;25;93;64;33
Ipameri;2000;42;264;23;99;69;44
Ipameri;2001;39;218;26;98;59;63
Ipameri;2002;37;146;36;117;62;60
Ipameri;2003;34;234;30;141;61;58
Ipameri;2004;38;85;40;143;69;59
Ipameri;2005;38;86;45;161;72;56
Ipameri;2006;32;51;67;117;74;57
Ipameri;2007;33;34;65;125;71;59
Ipameri;2008;31;30;79;151;58;68
Ipameri;2009;38;35;83;172;60;86
Ipameri;2010;46;40;82;203;51;88
Ipameri;2011;52;97;66;216;52;98
Ipameri;2012;60;140;66;247;55;107
Ipameri;2013;69;144;74;251;49;99
Ipameri;2014;68;152;98;312;61;133
Ipameri;2015;59;183;98;212;58;127
Ipameri;2016;57;193;108;180;63;121
Ipameri;2017;62;211;130;168;69;122
Ipameri;2018;60;206;114;169;78;120
Ipiranga de Goiás;1999;  ;  ;  ;  ;  ;  
Ipiranga de Goiás;2000;  ;  ;  ;  ;  ;  
Ipiranga de Goiás;2001;  ;  ;  ;  ;  ;  
Ipiranga de Goiás;2002;;;;;;
Ipiranga de Goiás;2003;;;;;;
Ipiranga de Goiás;2004;  ;  ;  ;  ;  ;  
Ipiranga de Goiás;2005;  ;  ;  ;  ;  ;  
Ipiranga de Goiás;2006;  ;  ;1;  ;  ;  
Ipiranga de Goiás;2007;  ;  ;1;  ;  ;  
Ipiranga de Goiás;2008;  ;  ;2;  ;  ;  
Ipiranga de Goiás;2009;  ;  ;1;  ;  ;  
Ipiranga de Goiás;2010;  ;  ;5;  ;  ;  
Ipiranga de Goiás;2011;;;3;1;;
Ipiranga de Goiás;2012;;;1;;;
Ipiranga de Goiás;2013;;;3;;;
Ipiranga de Goiás;2014;;1;1;;;
Ipiranga de Goiás;2015;;1;1;3;;
Ipiranga de Goiás;2016;;1;1;3;;
Ipiranga de Goiás;2017;;1;2;4;;
Ipiranga de Goiás;2018;  ;1;9;5;  ;  
Iporá;1999;53;38;27;115;204;107
Iporá;2000;46;43;38;110;192;46
Iporá;2001;44;74;47;140;221;41
Iporá;2002;50;91;54;161;153;38
Iporá;2003;43;111;57;180;131;46
Iporá;2004;48;52;48;256;131;63
Iporá;2005;44;57;53;240;147;97
Iporá;2006;43;54;52;230;141;109
Iporá;2007;50;57;74;233;154;127
Iporá;2008;52;82;77;209;149;124
Iporá;2009;56;91;96;245;158;122
Iporá;2010;63;93;99;241;151;161
Iporá;2011;65;113;113;250;157;220
Iporá;2012;69;231;108;273;159;202
Iporá;2013;68;420;101;316;160;291
Iporá;2014;70;387;83;337;181;295
Iporá;2015;71;458;100;327;183;318
Iporá;2016;68;463;115;326;208;329
Iporá;2017;71;460;118;341;219;332
Iporá;2018;81;589;88;351;232;355
Israelândia;1999;  ;  ;1;  ;  ;  
Israelândia;2000;  ;  ;1;  ;  ;  
Israelândia;2001;  ;3;1;1;  ;  
Israelândia;2002;;;2;1;;
Israelândia;2003;;;2;1;;
Israelândia;2004;  ;  ;6;  ;  ;  
Israelândia;2005;  ;  ;12;2;  ;  
Israelândia;2006;  ;  ;10;  ;  ;  
Israelândia;2007;  ;  ;5;3;  ;  
Israelândia;2008;  ;  ;2;4;  ;  
Israelândia;2009;  ;  ;2;1;  ;  
Israelândia;2010;  ;  ;2;5;  ;  
Israelândia;2011;;;2;5;;
Israelândia;2012;;;1;2;;
Israelândia;2013;;3;1;6;;
Israelândia;2014;;;2;11;;
Israelândia;2015;;;3;2;;
Israelândia;2016;;;3;1;;
Israelândia;2017;;2;2;2;;
Israelândia;2018;  ;2;7;3;  ;  
Itaberaí;1999;44;9;41;38;15;10
Itaberaí;2000;45;5;42;41;20;10
Itaberaí;2001;40;15;81;51;16;15
Itaberaí;2002;39;21;55;64;15;5
Itaberaí;2003;41;26;83;73;16;16
Itaberaí;2004;43;24;132;79;23;33
Itaberaí;2005;45;17;138;109;25;43
Itaberaí;2006;40;37;157;130;27;46
Itaberaí;2007;39;61;198;137;26;65
Itaberaí;2008;39;23;162;224;32;127
Itaberaí;2009;43;35;157;313;48;105
Itaberaí;2010;54;55;187;289;52;115
Itaberaí;2011;55;74;185;243;62;134
Itaberaí;2012;53;87;204;238;61;155
Itaberaí;2013;62;80;258;273;73;162
Itaberaí;2014;68;102;275;309;80;171
Itaberaí;2015;77;128;286;403;111;166
Itaberaí;2016;86;87;294;387;107;146
Itaberaí;2017;86;182;321;369;109;164
Itaberaí;2018;100;212;390;401;106;175
Itaguari;1999;  ;  ;1;1;  ;  
Itaguari;2000;  ;  ;1;1;  ;  
Itaguari;2001;  ;  ;1;1;  ;  
Itaguari;2002;;;2;1;;
Itaguari;2003;;;1;1;;
Itaguari;2004;  ;  ;2;1;  ;  
Itaguari;2005;  ;  ;2;2;  ;  
Itaguari;2006;  ;  ;4;6;  ;2
Itaguari;2007;  ;  ;5;4;  ;3
Itaguari;2008;  ;  ;1;5;  ;4
Itaguari;2009;  ;  ;2;4;  ;  
Itaguari;2010;  ;  ;2;4;  ;4
Itaguari;2011;;;3;4;;3
Itaguari;2012;;;2;5;1;2
Itaguari;2013;;;3;5;1;3
Itaguari;2014;;1;3;8;;3
Itaguari;2015;;13;3;12;;2
Itaguari;2016;;8;3;11;1;2
Itaguari;2017;;;3;19;;1
Itaguari;2018;1;  ;2;9;1;3
Itaguaru;1999;9;1;1;3;9;  
Itaguaru;2000;8;  ;1;3;9;  
Itaguaru;2001;9;  ;1;12;10;  
Itaguaru;2002;9;4;2;15;9;
Itaguaru;2003;17;5;3;7;7;
Itaguaru;2004;13;2;2;14;6;  
Itaguaru;2005;17;2;2;11;7;  
Itaguaru;2006;6;6;2;21;2;  
Itaguaru;2007;6;3;3;16;4;  
Itaguaru;2008;6;2;  ;31;2;  
Itaguaru;2009;6;2;3;25;3;1
Itaguaru;2010;9;3;2;29;1;2
Itaguaru;2011;9;3;1;33;2;
Itaguaru;2012;9;11;11;32;1;
Itaguaru;2013;8;35;5;35;1;1
Itaguaru;2014;8;36;2;37;2;1
Itaguaru;2015;9;13;2;30;2;1
Itaguaru;2016;9;11;2;37;3;2
Itaguaru;2017;9;11;2;34;3;2
Itaguaru;2018;6;15;2;38;4;2
Itajá;1999;13;3;3;40;2;  
Itajá;2000;11;  ;3;35;16;  
Itajá;2001;9;4;1;41;2;  
Itajá;2002;6;6;2;44;6;
Itajá;2003;6;1;2;48;5;
Itajá;2004;6;4;2;43;4;1
Itajá;2005;7;5;2;11;  ;  
Itajá;2006;8;3;3;49;2;  
Itajá;2007;7;1;2;41;1;  
Itajá;2008;7;2;3;7;  ;  
Itajá;2009;7;5;5;8;  ;  
Itajá;2010;11;5;7;12;79;1
Itajá;2011;12;5;5;9;81;
Itajá;2012;10;6;4;28;75;2
Itajá;2013;9;6;2;37;69;2
Itajá;2014;9;4;2;13;;2
Itajá;2015;9;6;2;13;1;2
Itajá;2016;8;8;2;12;1;
Itajá;2017;6;10;4;13;;1
Itajá;2018;9;11;4;18;  ;2
Itapaci;1999;13;1;6;13;12;6
Itapaci;2000;13;1;14;25;12;7
Itapaci;2001;13;1;10;21;13;6
Itapaci;2002;11;1;11;26;13;5
Itapaci;2003;10;10;20;25;11;12
Itapaci;2004;9;9;16;27;12;16
Itapaci;2005;11;3;18;42;6;  
Itapaci;2006;11;6;24;36;9;17
Itapaci;2007;13;7;35;33;7;22
Itapaci;2008;12;17;57;53;12;2
Itapaci;2009;15;15;26;57;15;1
Itapaci;2010;19;26;27;62;21;5
Itapaci;2011;22;33;37;70;23;10
Itapaci;2012;27;37;56;80;28;27
Itapaci;2013;26;54;74;149;24;46
Itapaci;2014;27;86;76;154;15;36
Itapaci;2015;24;82;62;140;20;30
Itapaci;2016;26;93;57;111;24;30
Itapaci;2017;25;302;61;63;33;81
Itapaci;2018;27;394;101;64;30;65
Itapirapuã;1999;14;5;2;7;  ;1
Itapirapuã;2000;12;2;2;6;  ;1
Itapirapuã;2001;11;  ;1;5;  ;1
Itapirapuã;2002;8;2;2;11;;1
Itapirapuã;2003;8;2;2;14;;2
Itapirapuã;2004;5;1;2;14;  ;  
Itapirapuã;2005;6;4;3;13;  ;  
Itapirapuã;2006;5;4;3;19;  ;  
Itapirapuã;2007;6;4;4;10;  ;3
Itapirapuã;2008;6;5;3;18;  ;9
Itapirapuã;2009;6;3;3;22;  ;9
Itapirapuã;2010;9;1;3;45;  ;10
Itapirapuã;2011;9;3;3;20;;5
Itapirapuã;2012;9;10;4;22;;5
Itapirapuã;2013;9;7;5;46;;
Itapirapuã;2014;7;7;6;19;;
Itapirapuã;2015;10;6;4;21;;
Itapirapuã;2016;8;7;4;26;;1
Itapirapuã;2017;8;8;6;23;1;1
Itapirapuã;2018;6;15;7;18;3;1
Itapuranga;1999;31;13;1443;127;28;62
Itapuranga;2000;35;9;12;166;34;25
Itapuranga;2001;33;6;31;142;24;47
Itapuranga;2002;37;12;13;130;40;54
Itapuranga;2003;36;12;37;131;38;44
Itapuranga;2004;35;7;14;133;39;46
Itapuranga;2005;36;14;17;140;33;39
Itapuranga;2006;34;13;32;120;34;38
Itapuranga;2007;35;11;45;146;31;56
Itapuranga;2008;34;30;50;146;18;59
Itapuranga;2009;35;33;73;156;15;70
Itapuranga;2010;42;37;75;151;16;70
Itapuranga;2011;43;34;59;169;17;86
Itapuranga;2012;41;82;62;188;19;96
Itapuranga;2013;40;69;59;147;23;109
Itapuranga;2014;41;65;64;193;28;131
