Localidade;Ano;PopulacaoContagemTotal;PopulacaoContagemMasculina;PopulacaoContagemFeminina;PopulacaoContagemUrbana;PopulacaoContagemRural;PopulacaoContagem0-4;PopulacaoContagem5-9;PopulacaoContagem10-14;PopulacaoContagem15-19;PopulacaoContagem20-29;PopulacaoContagem30-39;PopulacaoContagem40-49;PopulacaoContagem50-59;PopulacaoContagem60-69;PopulacaoContagem70-79;PopulacaoContagem80;PopulacaoContagemIdadeIgnorada
Perolândia;2018;;;;;;;;;;;;;;;;;
Perolândia;2019;;;;;;;;;;;;;;;;;
Perolândia;2020;;;;;;;;;;;;;;;;;
Petrolina de Goiás;1996;10277;5242;5035;6300;3977;921;952;1073;1105;1858;1558;1113;815;550;235;89;8
Petrolina de Goiás;2007;9864;4967;4875;6506;3358;735;766;791;844;1724;1557;1384;992;717;402;154;
Petrolina de Goiás;2011;;;;;;;;;;;;;;;;;
Petrolina de Goiás;2012;;;;;;;;;;;;;;;;;
Petrolina de Goiás;2013;;;;;;;;;;;;;;;;;
Petrolina de Goiás;2014;;;;;;;;;;;;;;;;;
Petrolina de Goiás;2015;;;;;;;;;;;;;;;;;
Petrolina de Goiás;2016;;;;;;;;;;;;;;;;;
Petrolina de Goiás;2017;;;;;;;;;;;;;;;;;
Petrolina de Goiás;2018;;;;;;;;;;;;;;;;;
Petrolina de Goiás;2019;;;;;;;;;;;;;;;;;
Petrolina de Goiás;2020;;;;;;;;;;;;;;;;;
Pilar de Goiás;1996;3814;2030;1784;1144;2670;395;397;449;382;691;554;375;284;167;75;30;15
Pilar de Goiás;2007;2852;1522;1314;1121;1731;145;144;160;166;331;302;296;233;164;87;30;
Pilar de Goiás;2011;;;;;;;;;;;;;;;;;
Pilar de Goiás;2012;;;;;;;;;;;;;;;;;
Pilar de Goiás;2013;;;;;;;;;;;;;;;;;
Pilar de Goiás;2014;;;;;;;;;;;;;;;;;
Pilar de Goiás;2015;;;;;;;;;;;;;;;;;
Pilar de Goiás;2016;;;;;;;;;;;;;;;;;
Pilar de Goiás;2017;;;;;;;;;;;;;;;;;
Pilar de Goiás;2018;;;;;;;;;;;;;;;;;
Pilar de Goiás;2019;;;;;;;;;;;;;;;;;
Pilar de Goiás;2020;;;;;;;;;;;;;;;;;
Piracanjuba;1996;22697;11744;10953;15312;7385;1940;2002;2331;2340;3861;3518;2649;1865;1307;636;211;37
Piracanjuba;2007;23310;11774;11313;16752;6558;1716;1785;1896;1898;4167;3766;3351;2640;1774;1074;437;
Piracanjuba;2011;;;;;;;;;;;;;;;;;
Piracanjuba;2012;;;;;;;;;;;;;;;;;
Piracanjuba;2013;;;;;;;;;;;;;;;;;
Piracanjuba;2014;;;;;;;;;;;;;;;;;
Piracanjuba;2015;;;;;;;;;;;;;;;;;
Piracanjuba;2016;;;;;;;;;;;;;;;;;
Piracanjuba;2017;;;;;;;;;;;;;;;;;
Piracanjuba;2018;;;;;;;;;;;;;;;;;
Piracanjuba;2019;;;;;;;;;;;;;;;;;
Piracanjuba;2020;;;;;;;;;;;;;;;;;
Piranhas;1996;12228;6247;5981;9965;2263;1152;1230;1283;1267;2193;1847;1341;923;581;273;107;31
Piranhas;2007;11139;5655;5468;8872;2267;877;896;947;1005;2019;1861;1589;1147;822;502;183;
Piranhas;2011;;;;;;;;;;;;;;;;;
Piranhas;2012;;;;;;;;;;;;;;;;;
Piranhas;2013;;;;;;;;;;;;;;;;;
Piranhas;2014;;;;;;;;;;;;;;;;;
Piranhas;2015;;;;;;;;;;;;;;;;;
Piranhas;2016;;;;;;;;;;;;;;;;;
Piranhas;2017;;;;;;;;;;;;;;;;;
Piranhas;2018;;;;;;;;;;;;;;;;;
Piranhas;2019;;;;;;;;;;;;;;;;;
Piranhas;2020;;;;;;;;;;;;;;;;;
Pirenópolis;1996;24717;12957;11760;11154;13563;2553;2612;2637;2597;4487;3431;2499;1835;1192;598;225;51
Pirenópolis;2007;20460;10228;9721;12675;7785;1911;1945;1790;1855;3606;3345;2630;1895;1260;688;312;
Pirenópolis;2011;;;;;;;;;;;;;;;;;
Pirenópolis;2012;;;;;;;;;;;;;;;;;
Pirenópolis;2013;;;;;;;;;;;;;;;;;
Pirenópolis;2014;;;;;;;;;;;;;;;;;
Pirenópolis;2015;;;;;;;;;;;;;;;;;
Pirenópolis;2016;;;;;;;;;;;;;;;;;
Pirenópolis;2017;;;;;;;;;;;;;;;;;
Pirenópolis;2018;;;;;;;;;;;;;;;;;
Pirenópolis;2019;;;;;;;;;;;;;;;;;
Pirenópolis;2020;;;;;;;;;;;;;;;;;
Pires do Rio;1996;25094;12403;12691;23766;1328;2125;2407;2585;2607;4374;3997;2839;1947;1394;596;215;8
Pires do Rio;2007;26857;13232;13574;25031;1826;2162;2267;2346;2538;5274;4439;4140;3026;1897;1156;470;
Pires do Rio;2011;;;;;;;;;;;;;;;;;
Pires do Rio;2012;;;;;;;;;;;;;;;;;
Pires do Rio;2013;;;;;;;;;;;;;;;;;
Pires do Rio;2014;;;;;;;;;;;;;;;;;
Pires do Rio;2015;;;;;;;;;;;;;;;;;
Pires do Rio;2016;;;;;;;;;;;;;;;;;
Pires do Rio;2017;;;;;;;;;;;;;;;;;
Pires do Rio;2018;;;;;;;;;;;;;;;;;
Pires do Rio;2019;;;;;;;;;;;;;;;;;
Pires do Rio;2020;;;;;;;;;;;;;;;;;
Planaltina;1996;58576;29238;29338;55627;2949;8355;7260;7229;6719;11860;7776;4691;2510;1380;568;152;76
Planaltina;2007;76376;37530;38048;72193;4183;13004;12149;11023;10041;20181;16426;9665;5305;2711;1270;456;
Planaltina;2011;;;;;;;;;;;;;;;;;
Planaltina;2012;;;;;;;;;;;;;;;;;
Planaltina;2013;;;;;;;;;;;;;;;;;
Planaltina;2014;;;;;;;;;;;;;;;;;
Planaltina;2015;;;;;;;;;;;;;;;;;
Planaltina;2016;;;;;;;;;;;;;;;;;
Planaltina;2017;;;;;;;;;;;;;;;;;
Planaltina;2018;;;;;;;;;;;;;;;;;
Planaltina;2019;;;;;;;;;;;;;;;;;
Planaltina;2020;;;;;;;;;;;;;;;;;
Pontalina;1996;16174;8156;8018;12984;3190;1435;1444;1715;1676;2820;2350;1800;1341;964;439;181;9
Pontalina;2007;16226;8044;8032;13216;3010;1361;1417;1379;1355;2981;2691;2352;1704;1215;743;313;
Pontalina;2011;;;;;;;;;;;;;;;;;
Pontalina;2012;;;;;;;;;;;;;;;;;
Pontalina;2013;;;;;;;;;;;;;;;;;
Pontalina;2014;;;;;;;;;;;;;;;;;
Pontalina;2015;;;;;;;;;;;;;;;;;
Pontalina;2016;;;;;;;;;;;;;;;;;
Pontalina;2017;;;;;;;;;;;;;;;;;
Pontalina;2018;;;;;;;;;;;;;;;;;
Pontalina;2019;;;;;;;;;;;;;;;;;
Pontalina;2020;;;;;;;;;;;;;;;;;
Porangatu;1996;41222;20720;20502;33333;7889;4224;4367;4992;4787;7446;5916;4001;2579;1768;837;279;26
Porangatu;2007;39238;19667;19544;33077;6161;3494;3564;3580;3771;7482;6055;5034;3446;2275;1317;543;
Porangatu;2011;;;;;;;;;;;;;;;;;
Porangatu;2012;;;;;;;;;;;;;;;;;
Porangatu;2013;;;;;;;;;;;;;;;;;
Porangatu;2014;;;;;;;;;;;;;;;;;
Porangatu;2015;;;;;;;;;;;;;;;;;
Porangatu;2016;;;;;;;;;;;;;;;;;
Porangatu;2017;;;;;;;;;;;;;;;;;
Porangatu;2018;;;;;;;;;;;;;;;;;
Porangatu;2019;;;;;;;;;;;;;;;;;
Porangatu;2020;;;;;;;;;;;;;;;;;
Porteirão;1996;;;;;;;;;;;;;;;;;
Porteirão;2007;3008;1581;1409;2726;282;291;287;268;270;551;484;367;244;143;69;30;
Porteirão;2011;;;;;;;;;;;;;;;;;
Porteirão;2012;;;;;;;;;;;;;;;;;
Porteirão;2013;;;;;;;;;;;;;;;;;
Porteirão;2014;;;;;;;;;;;;;;;;;
Porteirão;2015;;;;;;;;;;;;;;;;;
Porteirão;2016;;;;;;;;;;;;;;;;;
Porteirão;2017;;;;;;;;;;;;;;;;;
Porteirão;2018;;;;;;;;;;;;;;;;;
Porteirão;2019;;;;;;;;;;;;;;;;;
Porteirão;2020;;;;;;;;;;;;;;;;;
Portelândia;1996;3148;1648;1500;2441;707;316;363;351;324;546;458;349;196;149;74;21;1
Portelândia;2007;3310;1681;1572;2715;595;376;360;402;415;757;664;507;366;226;140;56;
Portelândia;2011;;;;;;;;;;;;;;;;;
Portelândia;2012;;;;;;;;;;;;;;;;;
Portelândia;2013;;;;;;;;;;;;;;;;;
Portelândia;2014;;;;;;;;;;;;;;;;;
Portelândia;2015;;;;;;;;;;;;;;;;;
Portelândia;2016;;;;;;;;;;;;;;;;;
Portelândia;2017;;;;;;;;;;;;;;;;;
Portelândia;2018;;;;;;;;;;;;;;;;;
Portelândia;2019;;;;;;;;;;;;;;;;;
Portelândia;2020;;;;;;;;;;;;;;;;;
Posse;1996;24771;12596;12175;16710;8061;2830;3105;3305;3075;4329;3325;2021;1333;872;386;149;41
Posse;2007;28850;14373;14212;21671;7179;2997;2861;2812;2907;5575;4108;3145;1833;1129;637;266;
Posse;2011;;;;;;;;;;;;;;;;;
Posse;2012;;;;;;;;;;;;;;;;;
Posse;2013;;;;;;;;;;;;;;;;;
Posse;2014;;;;;;;;;;;;;;;;;
Posse;2015;;;;;;;;;;;;;;;;;
Posse;2016;;;;;;;;;;;;;;;;;
Posse;2017;;;;;;;;;;;;;;;;;
Posse;2018;;;;;;;;;;;;;;;;;
Posse;2019;;;;;;;;;;;;;;;;;
Posse;2020;;;;;;;;;;;;;;;;;
Professor Jamil;1996;3292;1745;1547;2033;1259;328;316;338;366;551;503;337;258;180;93;20;2
Professor Jamil;2007;3298;1712;1548;2342;956;326;334;329;330;678;569;521;388;234;126;59;
Professor Jamil;2011;;;;;;;;;;;;;;;;;
Professor Jamil;2012;;;;;;;;;;;;;;;;;
Professor Jamil;2013;;;;;;;;;;;;;;;;;
Professor Jamil;2014;;;;;;;;;;;;;;;;;
Professor Jamil;2015;;;;;;;;;;;;;;;;;
Professor Jamil;2016;;;;;;;;;;;;;;;;;
Professor Jamil;2017;;;;;;;;;;;;;;;;;
Professor Jamil;2018;;;;;;;;;;;;;;;;;
Professor Jamil;2019;;;;;;;;;;;;;;;;;
Professor Jamil;2020;;;;;;;;;;;;;;;;;
Quirinópolis;1996;35460;17823;17637;29174;6286;3191;3450;3605;3501;6584;5444;4085;2686;1782;785;333;14
Quirinópolis;2007;38064;18608;18509;33746;4318;2682;2747;3052;3302;6565;6220;5309;3944;2555;1455;583;
Quirinópolis;2011;;;;;;;;;;;;;;;;;
Quirinópolis;2012;;;;;;;;;;;;;;;;;
Quirinópolis;2013;;;;;;;;;;;;;;;;;
Quirinópolis;2014;;;;;;;;;;;;;;;;;
Quirinópolis;2015;;;;;;;;;;;;;;;;;
Quirinópolis;2016;;;;;;;;;;;;;;;;;
Quirinópolis;2017;;;;;;;;;;;;;;;;;
Quirinópolis;2018;;;;;;;;;;;;;;;;;
Quirinópolis;2019;;;;;;;;;;;;;;;;;
Quirinópolis;2020;;;;;;;;;;;;;;;;;
Rialma;1996;9889;4814;5075;8971;918;1012;976;1022;996;1848;1525;1055;690;465;212;88;
Rialma;2007;10485;5215;5270;9292;1193;829;850;995;974;1948;1902;1604;1054;658;340;159;
Rialma;2011;;;;;;;;;;;;;;;;;
Rialma;2012;;;;;;;;;;;;;;;;;
Rialma;2013;;;;;;;;;;;;;;;;;
Rialma;2014;;;;;;;;;;;;;;;;;
Rialma;2015;;;;;;;;;;;;;;;;;
Rialma;2016;;;;;;;;;;;;;;;;;
Rialma;2017;;;;;;;;;;;;;;;;;
Rialma;2018;;;;;;;;;;;;;;;;;
Rialma;2019;;;;;;;;;;;;;;;;;
Rialma;2020;;;;;;;;;;;;;;;;;
Rianápolis;1996;4456;2266;2190;3769;687;431;445;487;493;811;641;457;339;204;99;38;11
Rianápolis;2007;4167;2041;1974;3657;510;342;360;352;340;727;686;597;449;332;168;73;
Rianápolis;2011;;;;;;;;;;;;;;;;;
Rianápolis;2012;;;;;;;;;;;;;;;;;
Rianápolis;2013;;;;;;;;;;;;;;;;;
Rianápolis;2014;;;;;;;;;;;;;;;;;
Rianápolis;2015;;;;;;;;;;;;;;;;;
Rianápolis;2016;;;;;;;;;;;;;;;;;
Rianápolis;2017;;;;;;;;;;;;;;;;;
Rianápolis;2018;;;;;;;;;;;;;;;;;
Rianápolis;2019;;;;;;;;;;;;;;;;;
Rianápolis;2020;;;;;;;;;;;;;;;;;
Rio Quente;1996;1828;1041;787;1189;639;186;163;182;193;358;314;191;142;66;20;9;4
Rio Quente;2007;2959;1501;1423;2473;486;271;262;279;306;608;644;391;244;100;46;18;
Rio Quente;2011;;;;;;;;;;;;;;;;;
Rio Quente;2012;;;;;;;;;;;;;;;;;
Rio Quente;2013;;;;;;;;;;;;;;;;;
Rio Quente;2014;;;;;;;;;;;;;;;;;
Rio Quente;2015;;;;;;;;;;;;;;;;;
Rio Quente;2016;;;;;;;;;;;;;;;;;
Rio Quente;2017;;;;;;;;;;;;;;;;;
Rio Quente;2018;;;;;;;;;;;;;;;;;
Rio Quente;2019;;;;;;;;;;;;;;;;;
Rio Quente;2020;;;;;;;;;;;;;;;;;
Rio Verde;1996;100586;50381;50205;90598;9988;9794;10591;11093;10452;19049;15715;10656;6635;3914;1905;662;120
Rio Verde;2007;149382;75306;72425;138625;10757;11316;11311;12008;12873;26752;23463;18341;11619;6767;3326;1419;
Rio Verde;2011;;;;;;;;;;;;;;;;;
Rio Verde;2012;;;;;;;;;;;;;;;;;
Rio Verde;2013;;;;;;;;;;;;;;;;;
Rio Verde;2014;;;;;;;;;;;;;;;;;
Rio Verde;2015;;;;;;;;;;;;;;;;;
Rio Verde;2016;;;;;;;;;;;;;;;;;
Rio Verde;2017;;;;;;;;;;;;;;;;;
Rio Verde;2018;;;;;;;;;;;;;;;;;
Rio Verde;2019;;;;;;;;;;;;;;;;;
Rio Verde;2020;;;;;;;;;;;;;;;;;
Rubiataba;1996;17254;8613;8641;14147;3107;1607;1713;1771;1758;3223;2528;1867;1285;939;407;147;9
Rubiataba;2007;18025;8886;9001;15797;2228;1477;1542;1630;1678;3197;3069;2629;1826;1243;699;287;
Rubiataba;2011;;;;;;;;;;;;;;;;;
Rubiataba;2012;;;;;;;;;;;;;;;;;
Rubiataba;2013;;;;;;;;;;;;;;;;;
Rubiataba;2014;;;;;;;;;;;;;;;;;
Rubiataba;2015;;;;;;;;;;;;;;;;;
Rubiataba;2016;;;;;;;;;;;;;;;;;
Rubiataba;2017;;;;;;;;;;;;;;;;;
Rubiataba;2018;;;;;;;;;;;;;;;;;
Rubiataba;2019;;;;;;;;;;;;;;;;;
Rubiataba;2020;;;;;;;;;;;;;;;;;
Sanclerlândia;1996;7677;3958;3719;5497;2180;698;764;864;836;1320;1179;821;588;350;177;67;13
Sanclerlândia;2007;7647;3875;3632;6038;1609;535;541;618;670;1304;1178;1064;777;573;297;123;
Sanclerlândia;2011;;;;;;;;;;;;;;;;;
Sanclerlândia;2012;;;;;;;;;;;;;;;;;
Sanclerlândia;2013;;;;;;;;;;;;;;;;;
Sanclerlândia;2014;;;;;;;;;;;;;;;;;
Sanclerlândia;2015;;;;;;;;;;;;;;;;;
Sanclerlândia;2016;;;;;;;;;;;;;;;;;
Sanclerlândia;2017;;;;;;;;;;;;;;;;;
Sanclerlândia;2018;;;;;;;;;;;;;;;;;
Sanclerlândia;2019;;;;;;;;;;;;;;;;;
Sanclerlândia;2020;;;;;;;;;;;;;;;;;
Santa Bárbara de Goiás;1996;4515;2288;2227;3907;608;488;487;453;509;846;649;420;288;199;92;30;54
Santa Bárbara de Goiás;2007;5658;2891;2767;5003;655;495;502;524;550;1032;950;797;484;296;157;63;
Santa Bárbara de Goiás;2011;;;;;;;;;;;;;;;;;
Santa Bárbara de Goiás;2012;;;;;;;;;;;;;;;;;
Santa Bárbara de Goiás;2013;;;;;;;;;;;;;;;;;
Santa Bárbara de Goiás;2014;;;;;;;;;;;;;;;;;
Santa Bárbara de Goiás;2015;;;;;;;;;;;;;;;;;
Santa Bárbara de Goiás;2016;;;;;;;;;;;;;;;;;
Santa Bárbara de Goiás;2017;;;;;;;;;;;;;;;;;
Santa Bárbara de Goiás;2018;;;;;;;;;;;;;;;;;
Santa Bárbara de Goiás;2019;;;;;;;;;;;;;;;;;
Santa Bárbara de Goiás;2020;;;;;;;;;;;;;;;;;
Santa Cruz de Goiás;1996;3114;1694;1420;1010;2104;284;290;302;295;535;490;328;263;207;81;35;4
Santa Cruz de Goiás;2007;3542;1905;1586;1007;2535;259;251;259;272;592;586;549;384;282;151;60;
Santa Cruz de Goiás;2011;;;;;;;;;;;;;;;;;
Santa Cruz de Goiás;2012;;;;;;;;;;;;;;;;;
Santa Cruz de Goiás;2013;;;;;;;;;;;;;;;;;
Santa Cruz de Goiás;2014;;;;;;;;;;;;;;;;;
Santa Cruz de Goiás;2015;;;;;;;;;;;;;;;;;
Santa Cruz de Goiás;2016;;;;;;;;;;;;;;;;;
Santa Cruz de Goiás;2017;;;;;;;;;;;;;;;;;
Santa Cruz de Goiás;2018;;;;;;;;;;;;;;;;;
Santa Cruz de Goiás;2019;;;;;;;;;;;;;;;;;
Santa Cruz de Goiás;2020;;;;;;;;;;;;;;;;;
Santa Fé de Goiás;1996;3498;1849;1649;2383;1115;278;351;407;385;651;553;383;227;169;66;27;1
Santa Fé de Goiás;2007;4594;2313;2212;3514;1080;431;436;396;390;847;756;591;372;197;104;35;
Santa Fé de Goiás;2011;;;;;;;;;;;;;;;;;
Santa Fé de Goiás;2012;;;;;;;;;;;;;;;;;
Santa Fé de Goiás;2013;;;;;;;;;;;;;;;;;
Santa Fé de Goiás;2014;;;;;;;;;;;;;;;;;
Santa Fé de Goiás;2015;;;;;;;;;;;;;;;;;
Santa Fé de Goiás;2016;;;;;;;;;;;;;;;;;
Santa Fé de Goiás;2017;;;;;;;;;;;;;;;;;
Santa Fé de Goiás;2018;;;;;;;;;;;;;;;;;
Santa Fé de Goiás;2019;;;;;;;;;;;;;;;;;
Santa Fé de Goiás;2020;;;;;;;;;;;;;;;;;
Santa Helena de Goiás;1996;32985;16537;16448;30494;2491;3034;3344;3710;3575;5972;5249;3576;2243;1440;617;196;29
Santa Helena de Goiás;2007;35027;17510;17319;33163;1864;2865;2918;2875;3138;6600;5547;4877;3346;2047;1092;432;
Santa Helena de Goiás;2011;;;;;;;;;;;;;;;;;
Santa Helena de Goiás;2012;;;;;;;;;;;;;;;;;
Santa Helena de Goiás;2013;;;;;;;;;;;;;;;;;
Santa Helena de Goiás;2014;;;;;;;;;;;;;;;;;
Santa Helena de Goiás;2015;;;;;;;;;;;;;;;;;
Santa Helena de Goiás;2016;;;;;;;;;;;;;;;;;
Santa Helena de Goiás;2017;;;;;;;;;;;;;;;;;
Santa Helena de Goiás;2018;;;;;;;;;;;;;;;;;
Santa Helena de Goiás;2019;;;;;;;;;;;;;;;;;
Santa Helena de Goiás;2020;;;;;;;;;;;;;;;;;
Santa Isabel;1996;3638;1904;1734;1082;2556;320;356;371;321;683;588;363;298;207;86;33;12
Santa Isabel;2007;3485;1705;1639;1328;2157;220;235;263;268;491;524;536;338;246;157;54;
Santa Isabel;2011;;;;;;;;;;;;;;;;;
Santa Isabel;2012;;;;;;;;;;;;;;;;;
Santa Isabel;2013;;;;;;;;;;;;;;;;;
Santa Isabel;2014;;;;;;;;;;;;;;;;;
Santa Isabel;2015;;;;;;;;;;;;;;;;;
Santa Isabel;2016;;;;;;;;;;;;;;;;;
Santa Isabel;2017;;;;;;;;;;;;;;;;;
Santa Isabel;2018;;;;;;;;;;;;;;;;;
Santa Isabel;2019;;;;;;;;;;;;;;;;;
Santa Isabel;2020;;;;;;;;;;;;;;;;;
Santa Rita do Araguaia;1996;5141;2642;2499;4727;414;531;504;570;585;889;755;550;362;227;110;53;5
Santa Rita do Araguaia;2007;5873;2985;2835;5146;727;488;504;485;471;985;823;664;498;349;196;88;
Santa Rita do Araguaia;2011;;;;;;;;;;;;;;;;;
Santa Rita do Araguaia;2012;;;;;;;;;;;;;;;;;
Santa Rita do Araguaia;2013;;;;;;;;;;;;;;;;;
Santa Rita do Araguaia;2014;;;;;;;;;;;;;;;;;
Santa Rita do Araguaia;2015;;;;;;;;;;;;;;;;;
Santa Rita do Araguaia;2016;;;;;;;;;;;;;;;;;
Santa Rita do Araguaia;2017;;;;;;;;;;;;;;;;;
Santa Rita do Araguaia;2018;;;;;;;;;;;;;;;;;
Santa Rita do Araguaia;2019;;;;;;;;;;;;;;;;;
Santa Rita do Araguaia;2020;;;;;;;;;;;;;;;;;
Santa Rita do Novo Destino;1996;;;;;;;;;;;;;;;;;
Santa Rita do Novo Destino;2007;3372;1819;1550;1156;2216;280;271;293;313;568;473;430;261;158;87;32;
Santa Rita do Novo Destino;2011;;;;;;;;;;;;;;;;;
Santa Rita do Novo Destino;2012;;;;;;;;;;;;;;;;;
Santa Rita do Novo Destino;2013;;;;;;;;;;;;;;;;;
Santa Rita do Novo Destino;2014;;;;;;;;;;;;;;;;;
Santa Rita do Novo Destino;2015;;;;;;;;;;;;;;;;;
Santa Rita do Novo Destino;2016;;;;;;;;;;;;;;;;;
Santa Rita do Novo Destino;2017;;;;;;;;;;;;;;;;;
Santa Rita do Novo Destino;2018;;;;;;;;;;;;;;;;;
Santa Rita do Novo Destino;2019;;;;;;;;;;;;;;;;;
Santa Rita do Novo Destino;2020;;;;;;;;;;;;;;;;;
Santa Rosa de Goiás;1996;3712;1911;1801;2390;1322;309;407;383;329;681;600;410;289;191;77;34;2
Santa Rosa de Goiás;2007;2851;1451;1396;2111;740;200;206;227;265;486;472;486;366;265;135;66;
Santa Rosa de Goiás;2011;;;;;;;;;;;;;;;;;
Santa Rosa de Goiás;2012;;;;;;;;;;;;;;;;;
Santa Rosa de Goiás;2013;;;;;;;;;;;;;;;;;
Santa Rosa de Goiás;2014;;;;;;;;;;;;;;;;;
Santa Rosa de Goiás;2015;;;;;;;;;;;;;;;;;
Santa Rosa de Goiás;2016;;;;;;;;;;;;;;;;;
Santa Rosa de Goiás;2017;;;;;;;;;;;;;;;;;
Santa Rosa de Goiás;2018;;;;;;;;;;;;;;;;;
Santa Rosa de Goiás;2019;;;;;;;;;;;;;;;;;
Santa Rosa de Goiás;2020;;;;;;;;;;;;;;;;;
Santa Tereza de Goiás;1996;5195;2640;2555;4336;859;495;490;678;642;888;731;542;336;229;105;39;20
Santa Tereza de Goiás;2007;4145;2035;2050;3475;670;351;366;346;336;816;635;537;405;306;180;74;
Santa Tereza de Goiás;2011;;;;;;;;;;;;;;;;;
Santa Tereza de Goiás;2012;;;;;;;;;;;;;;;;;
Santa Tereza de Goiás;2013;;;;;;;;;;;;;;;;;
Santa Tereza de Goiás;2014;;;;;;;;;;;;;;;;;
Santa Tereza de Goiás;2015;;;;;;;;;;;;;;;;;
Santa Tereza de Goiás;2016;;;;;;;;;;;;;;;;;
Santa Tereza de Goiás;2017;;;;;;;;;;;;;;;;;
Santa Tereza de Goiás;2018;;;;;;;;;;;;;;;;;
Santa Tereza de Goiás;2019;;;;;;;;;;;;;;;;;
Santa Tereza de Goiás;2020;;;;;;;;;;;;;;;;;
Santa Terezinha de Goiás;1996;13206;6780;6426;9554;3652;1310;1484;1578;1468;2422;1940;1342;808;519;212;57;66
Santa Terezinha de Goiás;2007;11558;5902;5645;8673;2885;640;628;695;746;1401;1146;1080;832;583;312;117;
Santa Terezinha de Goiás;2011;;;;;;;;;;;;;;;;;
Santa Terezinha de Goiás;2012;;;;;;;;;;;;;;;;;
Santa Terezinha de Goiás;2013;;;;;;;;;;;;;;;;;
Santa Terezinha de Goiás;2014;;;;;;;;;;;;;;;;;
Santa Terezinha de Goiás;2015;;;;;;;;;;;;;;;;;
Santa Terezinha de Goiás;2016;;;;;;;;;;;;;;;;;
Santa Terezinha de Goiás;2017;;;;;;;;;;;;;;;;;
Santa Terezinha de Goiás;2018;;;;;;;;;;;;;;;;;
Santa Terezinha de Goiás;2019;;;;;;;;;;;;;;;;;
Santa Terezinha de Goiás;2020;;;;;;;;;;;;;;;;;
Santo Antônio da Barra;1996;3939;2054;1885;3115;824;404;417;470;462;726;515;397;296;155;49;23;25
Santo Antônio da Barra;2007;4134;2167;1901;3401;733;423;431;410;409;884;694;582;409;292;131;53;
Santo Antônio da Barra;2011;;;;;;;;;;;;;;;;;
Santo Antônio da Barra;2012;;;;;;;;;;;;;;;;;
Santo Antônio da Barra;2013;;;;;;;;;;;;;;;;;
Santo Antônio da Barra;2014;;;;;;;;;;;;;;;;;
Santo Antônio da Barra;2015;;;;;;;;;;;;;;;;;
Santo Antônio da Barra;2016;;;;;;;;;;;;;;;;;
Santo Antônio da Barra;2017;;;;;;;;;;;;;;;;;
Santo Antônio da Barra;2018;;;;;;;;;;;;;;;;;
Santo Antônio da Barra;2019;;;;;;;;;;;;;;;;;
Santo Antônio da Barra;2020;;;;;;;;;;;;;;;;;
Santo Antônio de Goiás;1996;2437;1280;1157;1768;669;270;268;300;275;483;340;243;144;76;24;11;3
Santo Antônio de Goiás;2007;3893;1933;1909;3508;385;357;358;371;364;833;735;496;282;150;80;34;
Santo Antônio de Goiás;2011;;;;;;;;;;;;;;;;;
Santo Antônio de Goiás;2012;;;;;;;;;;;;;;;;;
Santo Antônio de Goiás;2013;;;;;;;;;;;;;;;;;
Santo Antônio de Goiás;2014;;;;;;;;;;;;;;;;;
Santo Antônio de Goiás;2015;;;;;;;;;;;;;;;;;
Santo Antônio de Goiás;2016;;;;;;;;;;;;;;;;;
Santo Antônio de Goiás;2017;;;;;;;;;;;;;;;;;
Santo Antônio de Goiás;2018;;;;;;;;;;;;;;;;;
Santo Antônio de Goiás;2019;;;;;;;;;;;;;;;;;
Santo Antônio de Goiás;2020;;;;;;;;;;;;;;;;;
Santo Antônio do Descoberto;1996;107672;54719;52953;98235;9437;17083;13247;11577;10971;23829;15556;7924;4166;2016;816;226;261
Santo Antônio do Descoberto;2007;55621;27486;27876;52083;3538;10336;9648;8819;8126;16379;13154;7991;4551;2486;1152;447;
Santo Antônio do Descoberto;2011;;;;;;;;;;;;;;;;;
Santo Antônio do Descoberto;2012;;;;;;;;;;;;;;;;;
Santo Antônio do Descoberto;2013;;;;;;;;;;;;;;;;;
Santo Antônio do Descoberto;2014;;;;;;;;;;;;;;;;;
Santo Antônio do Descoberto;2015;;;;;;;;;;;;;;;;;
Santo Antônio do Descoberto;2016;;;;;;;;;;;;;;;;;
Santo Antônio do Descoberto;2017;;;;;;;;;;;;;;;;;
Santo Antônio do Descoberto;2018;;;;;;;;;;;;;;;;;
Santo Antônio do Descoberto;2019;;;;;;;;;;;;;;;;;
Santo Antônio do Descoberto;2020;;;;;;;;;;;;;;;;;
São Domingos;1996;9484;4960;4524;3909;5575;953;1127;1294;1191;1564;1141;869;573;412;199;103;58
São Domingos;2007;9786;5109;4609;5134;4652;958;921;790;845;1700;1159;972;757;498;298;149;
São Domingos;2011;;;;;;;;;;;;;;;;;
São Domingos;2012;;;;;;;;;;;;;;;;;
São Domingos;2013;;;;;;;;;;;;;;;;;
São Domingos;2014;;;;;;;;;;;;;;;;;
São Domingos;2015;;;;;;;;;;;;;;;;;
São Domingos;2016;;;;;;;;;;;;;;;;;
São Domingos;2017;;;;;;;;;;;;;;;;;
São Domingos;2018;;;;;;;;;;;;;;;;;
São Domingos;2019;;;;;;;;;;;;;;;;;
São Domingos;2020;;;;;;;;;;;;;;;;;
São Francisco de Goiás;1996;5914;3093;2821;3700;2214;555;564;669;646;1042;856;629;434;292;140;59;28
