Localidade	Ano	Existentes/Federal	Existentes/Estadual	Existentes/Municipal	Existentes/Particular	Utilizadas/Federal	Utilizadas/Estadual	Utilizadas/Municipal	Utilizadas/Particular
Morro Agudo de Goiás	2017		7	23			6	23	
Mossâmedes	2002		18	19	5				
Mossâmedes	2003		17	18	6				
Mossâmedes	2004		18	20	5				
Mossâmedes	2005		13	18	4				
Mossâmedes	2006		16	19	5				
Mossâmedes	2007		13	15	5				
Mossâmedes	2008		17	20	5		15	19	5
Mossâmedes	2009		19	22	6		17	22	6
Mossâmedes	2010		19	25	7		18	20	6
Mossâmedes	2011		18	25	7		14	25	3
Mossâmedes	2012		19	25			12	19	
Mossâmedes	2013		15	20			12	19	
Mossâmedes	2014		19	20			17	21	
Mossâmedes	2015		19	21			14	21	
Mossâmedes	2016		15	25			15	23	
Mossâmedes	2017		15	25			15	24	
Mozarlândia	2002		37	30	18				
Mozarlândia	2003		29	26	19				
Mozarlândia	2004		30	27	21				
Mozarlândia	2005		28	27	19				
Mozarlândia	2006		31	27	14				
Mozarlândia	2007		31	27	24				
Mozarlândia	2008		30	27	24		27	28	20
Mozarlândia	2009		30	30	14		25	36	14
Mozarlândia	2010		35	30	14		37	45	15
Mozarlândia	2011		24	30	16		21	30	17
Mozarlândia	2012		19	31	16		18	48	17
Mozarlândia	2013		20	30	17		21	49	17
Mozarlândia	2014		20	29	17		21	44	17
Mozarlândia	2015		21	32	17		22	52	17
Mozarlândia	2016		24	75	17		23	52	17
Mozarlândia	2017		24	48	18		23	47	18
Mundo Novo	2002		12	35					
Mundo Novo	2003		18	31					
Mundo Novo	2004		20	27					
Mundo Novo	2005		19	25					
Mundo Novo	2006		19	23					
Mundo Novo	2007		19	25					
Mundo Novo	2008		17	25			20	26	
Mundo Novo	2009		21	25			19	25	
Mundo Novo	2010		23	25			18	25	
Mundo Novo	2011		23	30			19	30	
Mundo Novo	2012		17	24			20	24	
Mundo Novo	2013		17	24			19	24	
Mundo Novo	2014		19	26			19	28	
Mundo Novo	2015		20	27			19	27	
Mundo Novo	2016		21	29			20	29	
Mundo Novo	2017		20	27			19	26	
Mutunópolis	2002		11	16					
Mutunópolis	2003		11	15					
Mutunópolis	2004		11	15					
Mutunópolis	2005		11	14					
Mutunópolis	2006		10	14					
Mutunópolis	2007		10	18					
Mutunópolis	2008		11	16			10	13	
Mutunópolis	2009		10	13			10	13	
Mutunópolis	2010		11	14			10	14	
Mutunópolis	2011		11	14			10	14	
Mutunópolis	2012		11	17			10	15	
Mutunópolis	2013		10	15			10	13	
Mutunópolis	2014		10	15			10	13	
Mutunópolis	2015		10	15			10	13	
Mutunópolis	2016		10	15			10	13	
Mutunópolis	2017		10	16			9	13	
Nazário	2002		22	8	15				
Nazário	2003		20	10	11				
Nazário	2004		21	13	11				
Nazário	2005		20	13	5				
Nazário	2006		22	13	6				
Nazário	2007		21	13	6				
Nazário	2008		30	13	8		21	13	8
Nazário	2009		30	13	6		25	13	6
Nazário	2010		33	13	6		23	13	6
Nazário	2011		33	19			21	19	
Nazário	2012		33	20			21	20	
Nazário	2013		22	18			21	20	
Nazário	2014		22	18			21	18	
Nazário	2015		21	20			21	20	
Nazário	2016		21	18			20	18	
Nazário	2017		21	18			20	18	
Nerópolis	2002		36	58	9				
Nerópolis	2003		37	59	3				
Nerópolis	2004		39	61	2				
Nerópolis	2005		38	64	2				
Nerópolis	2006		39	64	2				
Nerópolis	2007		39	68	12				
Nerópolis	2008		51	68	11		38	67	10
Nerópolis	2009		42	73	15		38	73	10
Nerópolis	2010		42	72	10		39	81	10
Nerópolis	2011		38	75	20		35	75	21
Nerópolis	2012		35	65	20		35	84	21
Nerópolis	2013		38	66	20		36	88	21
Nerópolis	2014		39	69	28		37	92	28
Nerópolis	2015		45	70	29		43	83	29
Nerópolis	2016		45	76	27		38	69	27
Nerópolis	2017		43	76	32		37	68	32
Niquelândia	2002		66	181	63				
Niquelândia	2003		63	189	62				
Niquelândia	2004		64	208	66				
Niquelândia	2005		62	215	68				
Niquelândia	2006		64	190	78				
Niquelândia	2007		63	162	85				
Niquelândia	2008		92	159	101		87	214	99
Niquelândia	2009		97	173	101		90	220	103
Niquelândia	2010		100	249	110		90	240	109
Niquelândia	2011		90	238	112		92	238	108
Niquelândia	2012		80	225	111		88	203	107
Niquelândia	2013		81	218	110		94	196	105
Niquelândia	2014		65	208	72		78	211	69
Niquelândia	2015		66	214	82		80	207	83
Niquelândia	2016		70	237	92		64	206	89
Niquelândia	2017		68	249	80		76	216	72
Nova América	2002		7	14					
Nova América	2003		6	14					
Nova América	2004		6	14					
Nova América	2005		6	12					
Nova América	2006		6	13					
Nova América	2007		6	15					
Nova América	2008		7	15			6	16	
Nova América	2009		7	15			5	16	
Nova América	2010		7	15			4	16	
Nova América	2011		7	16			5	16	
Nova América	2012		5	15			5	16	
Nova América	2013		5	15			5	18	
Nova América	2014		6	20			6	18	
Nova América	2015		6	21			6	19	
Nova América	2016		6	21			6	18	
Nova América	2017		6	21			6	18	
Nova Aurora	2002		13	7					
Nova Aurora	2003		13	6					
Nova Aurora	2004		13	6					
Nova Aurora	2005		14	6					
Nova Aurora	2006		15	6					
Nova Aurora	2007		13	6					
Nova Aurora	2008		13	7			10	7	
Nova Aurora	2009		13	6			10	8	
Nova Aurora	2010		13	7			11	7	
Nova Aurora	2011		13	7			11	7	
Nova Aurora	2012		13	8			11	7	
Nova Aurora	2013		13	6			11	8	
Nova Aurora	2014		12	6			10	8	
Nova Aurora	2015		12	6			10	8	
Nova Aurora	2016		12	8			9	8	
Nova Aurora	2017		12	8			9	8	
Nova Crixás	2002		21	34	10				
Nova Crixás	2003		22	45	11				
Nova Crixás	2004		23	47	11				
Nova Crixás	2005		21	69	6				
Nova Crixás	2006		20	65	6				
Nova Crixás	2007		20	70	6				
Nova Crixás	2008		24	65	6		22	67	6
Nova Crixás	2009		24	54	6		18	61	5
Nova Crixás	2010		24	56	7		19	62	7
Nova Crixás	2011		23	70			18	70	
Nova Crixás	2012		23	71	6		18	24	6
Nova Crixás	2013		23	58	9		17	57	9
Nova Crixás	2014		22	56	9		18	57	9
Nova Crixás	2015		23	75	9		18	74	9
Nova Crixás	2016		23	75	10		17	74	10
Nova Crixás	2017		20	92	11		17	92	9
Nova Glória	2002		50	31	5				
Nova Glória	2003		40	31	5				
Nova Glória	2004		40	28	5				
Nova Glória	2005		39	35	5				
Nova Glória	2006		40	35	5				
Nova Glória	2007		38	15	5				
Nova Glória	2008		42	15	5		37	15	5
Nova Glória	2009		42	19	5		37	16	5
Nova Glória	2010		42	19	5		38	16	5
Nova Glória	2011		42	19	5		40	19	5
Nova Glória	2012		41	23	5		40	25	5
Nova Glória	2013		43	26	5		39	28	5
Nova Glória	2014		42	33	5		39	33	5
Nova Glória	2015		42	33	5		41	31	5
Nova Glória	2016		44	33	5		43	31	5
Nova Glória	2017		42	32	5		41	31	5
Nova Iguaçu de Goiás	2002		10	12					
Nova Iguaçu de Goiás	2003		10	12					
Nova Iguaçu de Goiás	2004		9	12					
Nova Iguaçu de Goiás	2005		7	11					
Nova Iguaçu de Goiás	2006		7	16					
Nova Iguaçu de Goiás	2007		7	16					
Nova Iguaçu de Goiás	2008		6	14			6	14	
Nova Iguaçu de Goiás	2009		6	15			6	15	
Nova Iguaçu de Goiás	2010		6	16			6	16	
Nova Iguaçu de Goiás	2011		6	16			6	16	
Nova Iguaçu de Goiás	2012		6	16			6	16	
Nova Iguaçu de Goiás	2013		6	22			6	19	
Nova Iguaçu de Goiás	2014		12	15			12	13	
Nova Iguaçu de Goiás	2015		6	15			6	12	
Nova Iguaçu de Goiás	2016		12	15			6	12	
Nova Iguaçu de Goiás	2017		12	12			7	12	
Nova Roma	2002		8	33					
Nova Roma	2003		8	30					
Nova Roma	2004		7	28					
Nova Roma	2005		7	29					
Nova Roma	2006		8	28					
Nova Roma	2007		8	26					
Nova Roma	2008		7	24			8	24	
Nova Roma	2009		7	29			8	26	
Nova Roma	2010		7	33			7	30	
Nova Roma	2011		7	27			7	27	
Nova Roma	2012		7	27			7	25	
Nova Roma	2013		7	27			7	24	
Nova Roma	2014		7	29			7	24	
Nova Roma	2015		7	29			7	26	
Nova Roma	2016		7	32			7	24	
Nova Roma	2017		7	25			7	24	
Nova Veneza	2002		16	11	15				
Nova Veneza	2003		16	12	15				
Nova Veneza	2004		16	13	10				
Nova Veneza	2005		17	13	11				
Nova Veneza	2006		16	20	11				
Nova Veneza	2007		17	18	11				
Nova Veneza	2008		17	20	11		14	24	11
Nova Veneza	2009		17	22	10		14	21	10
Nova Veneza	2010		17	29	10		14	29	10
Nova Veneza	2011		17	30	10		14	30	10
Nova Veneza	2012		16	16	7		14	16	7
Nova Veneza	2013		14	28	7		14	28	7
Nova Veneza	2014		14	17			14	26	
Nova Veneza	2015		15	17	8		15	26	8
Nova Veneza	2016		15	17	8		15	17	8
Nova Veneza	2017		15	17	8		15	16	8
Novo Brasil	2002		22	13	4				
Novo Brasil	2003		19	9	4				
Novo Brasil	2004		19	8	6				
Novo Brasil	2005		18	6	4				
Novo Brasil	2006		17	6	4				
Novo Brasil	2007		17	7	4				
Novo Brasil	2008		24	8	4		23	8	4
Novo Brasil	2009		24	7	4		20	7	4
Novo Brasil	2010		22	8	5		17	8	5
Novo Brasil	2011		23	8	7		14	8	7
Novo Brasil	2012		24	8	7		13	8	6
Novo Brasil	2013		13	8	7		13	8	7
Novo Brasil	2014		13	11	7		11	11	7
Novo Brasil	2015		13	11	7		10	11	7
Novo Brasil	2016		13	11	7		11	11	7
Novo Brasil	2017		13	12	8		11	12	8
Novo Gama	2002		100	128	65				
Novo Gama	2003		94	149	72				
Novo Gama	2004		116	156	68				
Novo Gama	2005		117	168	80				
Novo Gama	2006		97	175	103				
Novo Gama	2007		96	182	65				
Novo Gama	2008		106	185	113		97	188	109
Novo Gama	2009		120	185	107		102	178	101
Novo Gama	2010		121	197	138		105	178	132
Novo Gama	2011		122	191	147		103	191	141
Novo Gama	2012		121	187	128		99	184	121
Novo Gama	2013		109	199	178		106	188	169
Novo Gama	2014		109	191	230		100	179	218
Novo Gama	2015		111	217	217		101	187	183
Novo Gama	2016		112	215	214		97	199	212
Novo Gama	2017		112	216	170		98	203	158
Novo Planalto	2002		9	32					
Novo Planalto	2003		8	18					
Novo Planalto	2004		8	19					
Novo Planalto	2005		8	29					
Novo Planalto	2006		7	20					
Novo Planalto	2007		7	28					
Novo Planalto	2008		7	28			7	27	
Novo Planalto	2009		7	30			7	28	
Novo Planalto	2010		7	34			7	32	
Novo Planalto	2011		7	32			7	32	
Novo Planalto	2012		7	31			7	27	
Novo Planalto	2013		7	31			7	27	
Novo Planalto	2014		7	31			7	27	
Novo Planalto	2015		7	33			7	26	
Novo Planalto	2016		7	33			7	26	
Novo Planalto	2017		8	33			8	27	
Orizona	2002		38	87	7				
Orizona	2003		35	99	9				
Orizona	2004		35	123	10				
Orizona	2005		27	91	11				
Orizona	2006		31	92	17				
Orizona	2007		40	92	17				
Orizona	2008		33	103	17		40	95	15
Orizona	2009		34	108	12		43	100	10
Orizona	2010		34	108	12		41	100	10
Orizona	2011		34	100	12		42	100	10
Orizona	2012		34	99	3		40	89	3
Orizona	2013		30	104	11		40	81	11
Orizona	2014		30	108	11		41	94	11
Orizona	2015		30	113	12		36	93	12
Orizona	2016		30	103	12		24	89	12
Orizona	2017		39	101	17		26	89	17
Ouro Verde de Goiás	2002		14	11					
Ouro Verde de Goiás	2003		14	11					
Ouro Verde de Goiás	2004		7	18					
Ouro Verde de Goiás	2005		8	18					
Ouro Verde de Goiás	2006		7	20					
Ouro Verde de Goiás	2007		7	20					
Ouro Verde de Goiás	2008		8	14			9	14	
Ouro Verde de Goiás	2009		8	20			11	20	
Ouro Verde de Goiás	2010		8	20			13	20	
Ouro Verde de Goiás	2011		8	17			10	17	
Ouro Verde de Goiás	2012		8	23			6	19	
Ouro Verde de Goiás	2013		8	26			6	22	
Ouro Verde de Goiás	2014		8	32			7	24	
Ouro Verde de Goiás	2015		8	33			6	30	
Ouro Verde de Goiás	2016		7	35			3	26	
Ouro Verde de Goiás	2017		8	33			3	23	
Ouvidor	2002		13	11	5				
Ouvidor	2003		12	16	5				
Ouvidor	2004		13	16	5				
Ouvidor	2005		13	16	5				
Ouvidor	2006		15	15	5				
Ouvidor	2007		15	14					
Ouvidor	2008		13	8			13	8	
Ouvidor	2009		13	8			15	8	
Ouvidor	2010		14	8			14	8	
Ouvidor	2011		16	8			15	8	
Ouvidor	2012		16	14			15	17	
Ouvidor	2013		16	10			15	15	
Ouvidor	2014		16	10			15	18	
Ouvidor	2015		16	10			14	18	
Ouvidor	2016		16	16			13	3	
Ouvidor	2017		16	20			14	20	
Padre Bernardo	2002		20	99	9				
Padre Bernardo	2003		27	106	9				
Padre Bernardo	2004		30	106	6				
Padre Bernardo	2005		29	114	10				
Padre Bernardo	2006		29	112	5				
Padre Bernardo	2007		21	126	9				
Padre Bernardo	2008		41	129	9		38	126	9
Padre Bernardo	2009		42	127	10		32	132	10
Padre Bernardo	2010		50	126	10		34	129	10
Padre Bernardo	2011		30	130	9		32	130	9
Padre Bernardo	2012		26	129	9		28	133	8
Padre Bernardo	2013		25	132	9		28	134	9
Padre Bernardo	2014		26	130	9		28	135	9
Padre Bernardo	2015		25	137	10		27	132	10
Padre Bernardo	2016		26	144	5		24	130	5
Padre Bernardo	2017		26	139	17		26	134	15
Palestina de Goiás	2002		13	10					
Palestina de Goiás	2003		9	8					
Palestina de Goiás	2004		9	8					
Palestina de Goiás	2005		10	9					
Palestina de Goiás	2006		10	10					
Palestina de Goiás	2007		9	14					
Palestina de Goiás	2008		9	14			4	14	
Palestina de Goiás	2009		9	14			7	14	
Palestina de Goiás	2010		9	14			7	11	
Palestina de Goiás	2011		10	14			9	14	
Palestina de Goiás	2012		8	17			8	15	
Palestina de Goiás	2013		8	12			7	11	
Palestina de Goiás	2014		8	17			8	13	
Palestina de Goiás	2015		8	17			6	12	
Palestina de Goiás	2016		8	17			7	11	
Palestina de Goiás	2017		8	17			7	13	
Palmeiras de Goiás	2002		55	40	36				
Palmeiras de Goiás	2003		52	33	38				
Palmeiras de Goiás	2004		41	33	43				
Palmeiras de Goiás	2005		41	32	40				
Palmeiras de Goiás	2006		44	32	42				
Palmeiras de Goiás	2007		41	30	42				
Palmeiras de Goiás	2008		55	33	43		40	33	45
Palmeiras de Goiás	2009		55	49	44		42	49	46
Palmeiras de Goiás	2010		56	56	43		44	55	45
Palmeiras de Goiás	2011		55	56	42		43	56	41
Palmeiras de Goiás	2012		44	47	42		39	43	41
Palmeiras de Goiás	2013		44	48	41		42	44	41
Palmeiras de Goiás	2014		44	48	39		41	47	37
Palmeiras de Goiás	2015		40	48	43		40	46	40
Palmeiras de Goiás	2016		43	48	42		40	46	38
Palmeiras de Goiás	2017		44	51	41		42	49	40
Palmelo	2002		18	3	3				
Palmelo	2003		14	5	2				
Palmelo	2004		16	5	1				
Palmelo	2005		11	5	2				
Palmelo	2006		11	4	2				
Palmelo	2007		11	4	2				
Palmelo	2008		11	6			9	6	
Palmelo	2009		12	6			11	6	
Palmelo	2010		12	6			12	6	
Palmelo	2011		12	7	9		12	7	3
Palmelo	2012		11	7	9		11	7	4
Palmelo	2013		11	9	13		11	8	4
Palmelo	2014		11	9	13		11	8	5
Palmelo	2015		11	10	9		10	10	5
Palmelo	2016		12	10	9		11	8	5
Palmelo	2017		11	11	9		7	8	5
Palminópolis	2002		8	13					
Palminópolis	2003		8	10					
Palminópolis	2004		8	13					
Palminópolis	2005		8	12					
Palminópolis	2006		8	11					
Palminópolis	2007		8	11					
Palminópolis	2008		14	11			8	11	
Palminópolis	2009		14	11			8	11	
Palminópolis	2010		14	11			8	11	
Palminópolis	2011		14	12			8	12	
Palminópolis	2012		14	12			8	12	
Palminópolis	2013		14	16			8	20	
Palminópolis	2014		14	18			9	20	
Palminópolis	2015		8	18			8	19	
Palminópolis	2016		8	23			8	16	
Palminópolis	2017		8	26			8	18	
Panamá	2002		23	9					
Panamá	2003		20	9					
Panamá	2004		21	10					
Panamá	2005		11	10					
Panamá	2006		7	10					
Panamá	2007		7	12					
Panamá	2008		23	10			13	12	
Panamá	2009		23	9			8	9	
Panamá	2010		23	10			9	10	
Panamá	2011		23	10			8	10	
Panamá	2012		23	12			7	12	
Panamá	2013		8	12			7	12	
Panamá	2014		8	12			7	10	
Panamá	2015		8	15			7	14	
Panamá	2016		8	16			7	16	
Panamá	2017		7	14			7	14	
Paranaiguara	2002		30	18					
Paranaiguara	2003		30	18					
Paranaiguara	2004		30	20					
Paranaiguara	2005		30	21					
Paranaiguara	2006		30	23					
Paranaiguara	2007		31	27					
Paranaiguara	2008		27	24			25	30	
Paranaiguara	2009		27	24			24	31	
Paranaiguara	2010		27	25			28	29	
Paranaiguara	2011		27	31			23	31	
Paranaiguara	2012		25	32			24	32	
Paranaiguara	2013		28	28			24	32	
Paranaiguara	2014		28	28			22	40	
Paranaiguara	2015		28	38			22	34	
Paranaiguara	2016		28	39			22	34	
Paranaiguara	2017		28	35			18	34	
Paraúna	2002		31	32	19				
Paraúna	2003		29	31	20				
Paraúna	2004		30	33	18				
Paraúna	2005		25	48	16				
Paraúna	2006		25	39	23				
Paraúna	2007		24	40	16				
Paraúna	2008		35	42			23	42	
Paraúna	2009		35	39	4		22	39	4
Paraúna	2010		35	42			23	42	
Paraúna	2011		35	40	8		24	40	1
Paraúna	2012		35	41	12		25	44	12
Paraúna	2013		35	52	12		23	52	12
Paraúna	2014		34	60	12		19	62	12
Paraúna	2015		24	60	12		22	64	12
Paraúna	2016		24	64	12		21	58	12
Paraúna	2017		24	64	12		21	60	12
Perolândia	2002		7	12					
Perolândia	2003		7	15					
Perolândia	2004		7	17					
Perolândia	2005		6	19					
Perolândia	2006		7	15					
Perolândia	2007		7	15					
Perolândia	2008		7	16			7	14	
Perolândia	2009		7	16			7	16	
Perolândia	2010		16	19			7	19	
Perolândia	2011		7	19			7	19	
Perolândia	2012		7	20			7	20	
Perolândia	2013		7	20			7	20	
Perolândia	2014		7	19			7	18	
Perolândia	2015		7	19			7	18	
Perolândia	2016		7	20			7	18	
Perolândia	2017		7	20			7	18	
Petrolina de Goiás	2002		40	20	4				
Petrolina de Goiás	2003		20	23	24				
Petrolina de Goiás	2004		19	26	27				
Petrolina de Goiás	2005		19	33	26				
Petrolina de Goiás	2006		19	25	24				
Petrolina de Goiás	2007		19	25	27				
Petrolina de Goiás	2008		20	25	27		18	25	25
Petrolina de Goiás	2009		20	42	27		19	33	26
Petrolina de Goiás	2010		19	35	27		25	28	26
Petrolina de Goiás	2011		12	38	27		11	38	26
Petrolina de Goiás	2012		11	41	27		11	30	26
Petrolina de Goiás	2013		11	39	19		9	30	19
Petrolina de Goiás	2014		11	38	19		9	33	18
Petrolina de Goiás	2015		19	22	24		14	22	23
Petrolina de Goiás	2016		23	22	25		15	20	24
Petrolina de Goiás	2017		11	23	25		11	21	24
Pilar de Goiás	2002		9	22					
Pilar de Goiás	2003		8	26					
Pilar de Goiás	2004		10	25					
Pilar de Goiás	2005		8	18					
Pilar de Goiás	2006		8	19					
Pilar de Goiás	2007		9	16					
Pilar de Goiás	2008		14	15			7	16	
Pilar de Goiás	2009		14	16			7	15	
Pilar de Goiás	2010		14	11			7	10	
Pilar de Goiás	2011		14	10			7	10	
Pilar de Goiás	2012		8	12			7	12	
Pilar de Goiás	2013		9	12			7	12	
Pilar de Goiás	2014		8	12			8	12	
Pilar de Goiás	2015		8	17			7	17	
Pilar de Goiás	2016		8	17			8	17	
Pilar de Goiás	2017		8	17			8	17	
Piracanjuba	2002		71	93	31				
Piracanjuba	2003		55	115	44				
Piracanjuba	2004		60	116	47				
Piracanjuba	2005		54	100	35				
Piracanjuba	2006		56	100	36				
Piracanjuba	2007		58	104	32				
Piracanjuba	2008		59	110	27		55	140	23
Piracanjuba	2009		58	112	21		56	130	17
Piracanjuba	2010		59	105	22		57	126	18
Piracanjuba	2011		60	108	22		55	108	18
Piracanjuba	2012		72	109	22		59	126	18
Piracanjuba	2013		63	108	25		58	127	20
Piracanjuba	2014		68	104	25		61	123	20
Piracanjuba	2015		64	108	25		55	113	20
Piracanjuba	2016		59	106	25		54	110	19
Piracanjuba	2017		68	101	25		54	101	19
Piranhas	2002		45	34	15				
Piranhas	2003		39	33	14				
Piranhas	2004		44	30	14				
Piranhas	2005		37	36	15				
Piranhas	2006		51	36	16				
Piranhas	2007		46	37	16				
Piranhas	2008		41	35	16		39	33	14
Piranhas	2009		47	40	16		37	35	15
Piranhas	2010		45	40	17		33	35	16
Piranhas	2011		31	37	18		30	37	18
Piranhas	2012		29	37	18		28	25	18
Piranhas	2013		33	37	21		33	25	18
Piranhas	2014		34	36	22		36	30	19
Piranhas	2015		46	31	25		45	29	21
Piranhas	2016		42	31	26		39	29	22
Piranhas	2017		36	31	25		32	29	21
Pirenópolis	2002		64	58	2				
Pirenópolis	2003		59	66	2				
Pirenópolis	2004		63	70	6				
Pirenópolis	2005		57	76	6				
Pirenópolis	2006		59	66					
Pirenópolis	2007		59	66					
Pirenópolis	2008		73	64			65	71	
Pirenópolis	2009		69	64			59	70	
Pirenópolis	2010		67	65			60	67	
Pirenópolis	2011		71	65			61	65	
Pirenópolis	2012		64	66	6		62	81	4
Pirenópolis	2013		64	65	12		59	87	10
Pirenópolis	2014		65	69	13		60	91	11
Pirenópolis	2015		67	96	11		60	93	7
Pirenópolis	2016		63	93	14		60	87	10
Pirenópolis	2017		64	93	15		60	81	11
Pires do Rio	2002		74	57	53				
Pires do Rio	2003		69	62	45				
Pires do Rio	2004		44	66	74				
Pires do Rio	2005		41	62	76				
Pires do Rio	2006		45	65	74				
Pires do Rio	2007		48	54	82				
Pires do Rio	2008		51	52	81		45	49	78
Pires do Rio	2009		56	64	78		51	59	75
Pires do Rio	2010		56	53	87		51	47	84
Pires do Rio	2011		56	48	90		47	48	89
Pires do Rio	2012		50	50	101		41	48	98
Pires do Rio	2013		43	55	105		39	52	101
Pires do Rio	2014		42	56	130		45	51	117
Pires do Rio	2015		43	57	131		39	54	113
Pires do Rio	2016		45	60	132		40	58	111
Pires do Rio	2017		43	70	134		41	61	116
Planaltina	2002		110	201	47				
Planaltina	2003		109	217	60				
Planaltina	2004		111	288	57				
Planaltina	2005		111	283	23				
Planaltina	2006		108	291	40				
Planaltina	2007		86	305	24				
Planaltina	2008		140	309	43		89	312	40
Planaltina	2009		147	332	81		90	336	77
Planaltina	2010		159	330	79		90	328	75
Planaltina	2011		170	349	80		104	349	73
Planaltina	2012		87	360	83		85	324	74
Planaltina	2013		88	373	94		88	349	83
Planaltina	2014		88	365	88		87	349	77
Planaltina	2015		88	360	96		80	327	86
Planaltina	2016		88	373	93		83	339	88
Planaltina	2017		89	381	101		85	366	92
Pontalina	2002		30	58	30				
Pontalina	2003		28	56	29				
Pontalina	2004		17	59	45				
Pontalina	2005		28	58	26				
Pontalina	2006		29	55	25				
Pontalina	2007		28	59	25				
Pontalina	2008		30	60	26		28	55	24
Pontalina	2009		30	64	27		26	53	25
Pontalina	2010		30	61	31		24	51	31
Pontalina	2011		30	61	27		22	61	25
Pontalina	2012		31	60	27		21	50	25
Pontalina	2013		22	60	26		22	51	24
Pontalina	2014		24	60	24		24	53	22
Pontalina	2015		24	67	24		24	55	22
Pontalina	2016		26	67	24		26	55	22
Pontalina	2017		26	63	25		26	55	22
Porangatu	2002		115	163	44				
Porangatu	2003		116	175	49				
Porangatu	2004		77	168	82				
Porangatu	2005		73	173	79				
Porangatu	2006		74	192	84				
Porangatu	2007		74	181	84				
Porangatu	2008		79	163	91		63	167	93
Porangatu	2009		87	166	97		69	172	85
Porangatu	2010		88	153	101		66	161	94
Porangatu	2011		88	160	93		66	160	81
Porangatu	2012		72	163	90		68	162	74
Porangatu	2013		70	161	97		70	163	77
Porangatu	2014		72	169	78		79	171	72
Porangatu	2015		74	159	90		76	146	84
Porangatu	2016		75	160	101		69	145	94
Porangatu	2017		80	166	89		75	157	82
Porteirão	2002		8	16					
Porteirão	2003		7	12					
Porteirão	2004		7	10					
Porteirão	2005		7	13					
Porteirão	2006		6	14					
Porteirão	2007		6	14					
Porteirão	2008		21	14			14	14	
Porteirão	2009		21	14			6	15	
Porteirão	2010		22	14			14	15	
Porteirão	2011		22	14			15	14	
Porteirão	2012		22	14			6	15	
Porteirão	2013		6	14			6	15	
Porteirão	2014		6	20			5	20	
Porteirão	2015		6	17			6	17	
Porteirão	2016		6	17			6	17	
Porteirão	2017		6	17			6	17	
Portelândia	2002		13	12					
Portelândia	2003		13	13					
Portelândia	2004		13	11					
Portelândia	2005		12	13					
Portelândia	2006		12	12					
Portelândia	2007		12	15					
Portelândia	2008		8	15			10	15	
Portelândia	2009		8	11			11	18	
Portelândia	2010		8	14			8	14	
Portelândia	2011		8	12			9	12	
Portelândia	2012		8	12			9	12	
Portelândia	2013		9	12			9	12	
Portelândia	2014		9	12			8	12	
Portelândia	2015		9	12			9	12	
Portelândia	2016		9	12			9	12	
Portelândia	2017		9	12			9	12	
Posse	2002		76	84	25				
Posse	2003		75	89	27				
Posse	2004		73	95	20				
Posse	2005		84	98	26				
Posse	2006		79	95	21				
Posse	2007		73	90	25				
Posse	2008		84	92	25		64	97	24
Posse	2009		73	94	27		59	107	26
Posse	2010		77	91	28		65	105	28
Posse	2011		75	87	27		64	87	27
Posse	2012		82	89	27		68	102	27
Posse	2013		63	93	27		62	100	27
Posse	2014		64	89	27		62	96	27
Professor Jamil	2002		18	4					
Professor Jamil	2003		18	4					
Professor Jamil	2004		16	6					
Professor Jamil	2005		15	6					
Professor Jamil	2006		17	6					
Professor Jamil	2007		17	3					
Professor Jamil	2008		16	3			16	3	
Professor Jamil	2009		16	3			16	3	
Professor Jamil	2010		16	3			15	3	
Professor Jamil	2011		16	3			15	3	
Professor Jamil	2012		20	3			15	3	
Professor Jamil	2013		15	3			15	4	
Professor Jamil	2014		16	3			16	4	
Professor Jamil	2015		16	4			16	4	
Professor Jamil	2016		16	4			16	4	
Professor Jamil	2017		16	4			16	4	
Quirinópolis	2002		107	138	34				
Quirinópolis	2003		89	136	40				
Quirinópolis	2004		73	117	48				
Quirinópolis	2005		77	118	52				
Quirinópolis	2006		81	122	56				
Quirinópolis	2007		73	137	73				
Quirinópolis	2008		116	145	78		92	142	78
Quirinópolis	2009		114	148	71		91	138	70
Quirinópolis	2010		114	148	71		97	141	63
Quirinópolis	2011		103	157	82		85	157	81
Quirinópolis	2012		98	158	106		84	154	102
Quirinópolis	2013		73	162	108		83	160	100
Quirinópolis	2014		75	177	126		83	167	127
Quirinópolis	2015		75	180	126		84	169	128
Quirinópolis	2016		78	193	129		70	169	123
Quirinópolis	2017		78	202	122		77	191	107
Rialma	2002		32	21	12				
Rialma	2003		27	19	12				
Rialma	2004		27	19	15				
Rialma	2005		27	19	12				
Rialma	2006		27	25	13				
Rialma	2007		20	21	6				
Rialma	2008		23	21	6		22	21	5
Rialma	2009		23	23			21	23	
Rialma	2010		23	25			19	25	
Rialma	2011		23	29			19	29	
Rialma	2012		23	29			18	27	
Rialma	2013		18	32			17	34	
Rialma	2014		18	35			19	36	
Rialma	2015		18	40			19	40	
Rialma	2016		20	34			17	29	
Rialma	2017		22	48			17	41	
Rianápolis	2002		17	9					
Rianápolis	2003		16	9					
Rianápolis	2004		16	9					
Rianápolis	2005		17	9					
Rianápolis	2006		16	9					
Rianápolis	2007		16	11					
Rianápolis	2008		17	12			15	12	
Rianápolis	2009		17	12			14	12	
Rianápolis	2010		17	13			15	13	
Rianápolis	2011		17	14			16	14	
Rianápolis	2012		17	14			16	14	
Rianápolis	2013		16	15			16	16	
Rianápolis	2014		16	15			16	16	
