Localidade;Ano;Varejo;Atacado
Uruana;2009;175;
Uruana;2010;191;124
Uruana;2011;208;7
Uruana;2012;206;8
Uruana;2013;203;12
Uruana;2014;238;14
Uruana;2015;206;19
Uruana;2016;206;12
Uruana;2017;189;29
Uruana;2018;202;28
Urutaí;1999;6;  
Urutaí;2000;9;  
Urutaí;2001;11;  
Urutaí;2002;12;
Urutaí;2003;11;
Urutaí;2004;14;
Urutaí;2005;12;
Urutaí;2006;11;
Urutaí;2007;13;
Urutaí;2008;13;
Urutaí;2009;21;
Urutaí;2010;19;216
Urutaí;2011;17;
Urutaí;2012;19;
Urutaí;2013;17;12
Urutaí;2014;14;11
Urutaí;2015;18;17
Urutaí;2016;16;1
Urutaí;2017;20;39
Urutaí;2018;29;2
Valparaíso de Goiás;1999;932;54
Valparaíso de Goiás;2000;1016;43
Valparaíso de Goiás;2001;1160;27
Valparaíso de Goiás;2002;1280;52
Valparaíso de Goiás;2003;1301;44
Valparaíso de Goiás;2004;1453;
Valparaíso de Goiás;2005;1638;
Valparaíso de Goiás;2006;1736;
Valparaíso de Goiás;2007;2040;
Valparaíso de Goiás;2008;2699;
Valparaíso de Goiás;2009;3459;
Valparaíso de Goiás;2010;3663;3712
Valparaíso de Goiás;2011;3891;1146
Valparaíso de Goiás;2012;4453;756
Valparaíso de Goiás;2013;4902;220
Valparaíso de Goiás;2014;5022;182
Valparaíso de Goiás;2015;5121;229
Valparaíso de Goiás;2016;5006;192
Valparaíso de Goiás;2017;4683;296
Valparaíso de Goiás;2018;4768;185
Varjão;1999;13;4
Varjão;2000;15;  
Varjão;2001;13;  
Varjão;2002;23;
Varjão;2003;16;
Varjão;2004;20;
Varjão;2005;21;
Varjão;2006;30;
Varjão;2007;36;
Varjão;2008;37;
Varjão;2009;40;
Varjão;2010;33;38
Varjão;2011;36;1
Varjão;2012;34;12
Varjão;2013;46;15
Varjão;2014;59;18
Varjão;2015;61;19
Varjão;2016;47;22
Varjão;2017;56;19
Varjão;2018;45;20
Vianópolis;1999;125;4
Vianópolis;2000;179;20
Vianópolis;2001;191;7
Vianópolis;2002;194;6
Vianópolis;2003;264;8
Vianópolis;2004;251;
Vianópolis;2005;255;
Vianópolis;2006;302;
Vianópolis;2007;289;
Vianópolis;2008;308;
Vianópolis;2009;341;
Vianópolis;2010;345;218
Vianópolis;2011;390;52
Vianópolis;2012;367;64
Vianópolis;2013;375;73
Vianópolis;2014;390;82
Vianópolis;2015;398;71
Vianópolis;2016;377;99
Vianópolis;2017;395;117
Vianópolis;2018;404;163
Vicentinópolis;1999;48;  
Vicentinópolis;2000;59;  
Vicentinópolis;2001;18;  
Vicentinópolis;2002;93;
Vicentinópolis;2003;115;7
Vicentinópolis;2004;115;
Vicentinópolis;2005;116;
Vicentinópolis;2006;104;
Vicentinópolis;2007;118;
Vicentinópolis;2008;141;
Vicentinópolis;2009;152;
Vicentinópolis;2010;131;92
Vicentinópolis;2011;166;6
Vicentinópolis;2012;176;
Vicentinópolis;2013;176;2
Vicentinópolis;2014;163;12
Vicentinópolis;2015;177;10
Vicentinópolis;2016;167;7
Vicentinópolis;2017;158;3
Vicentinópolis;2018;164;4
Vila Boa;1999;8;  
Vila Boa;2000;6;  
Vila Boa;2001;7;  
Vila Boa;2002;7;
Vila Boa;2003;12;
Vila Boa;2004;11;
Vila Boa;2005;25;
Vila Boa;2006;11;
Vila Boa;2007;25;
Vila Boa;2008;27;
Vila Boa;2009;50;
Vila Boa;2010;60;42
Vila Boa;2011;58;2
Vila Boa;2012;58;2
Vila Boa;2013;61;2
Vila Boa;2014;62;1
Vila Boa;2015;63;1
Vila Boa;2016;47;2
Vila Boa;2017;36;2
Vila Boa;2018;26;2
Vila Propício;1999;  ;  
Vila Propício;2000;2;  
Vila Propício;2001;7;  
Vila Propício;2002;4;
Vila Propício;2003;14;
Vila Propício;2004;9;
Vila Propício;2005;11;
Vila Propício;2006;13;
Vila Propício;2007;15;
Vila Propício;2008;21;
Vila Propício;2009;26;
Vila Propício;2010;28;21
Vila Propício;2011;3;
Vila Propício;2012;44;2
Vila Propício;2013;77;9
Vila Propício;2014;161;13
Vila Propício;2015;43;13
Vila Propício;2016;35;10
Vila Propício;2017;47;8
Vila Propício;2018;43;2
